"gene","spearman_rho","p"
"RNF115",-0.30925279465636,6.18858842599873e-08
"SCYL2",-0.309293405567237,6.16278295382507e-08
"INPP4B",-0.309533293273346,6.01245343749549e-08
"SOCS4",-0.30963387611075,5.95047889783723e-08
"MIDEAS",-0.309971041115006,5.74719311535522e-08
"MBOAT2",-0.310302539480535,5.55386015870429e-08
"DUSP18",-0.310350705909714,5.52629608662088e-08
"ATXN3",-0.310907453164641,5.21710894598713e-08
"HGSNAT",-0.310985369447137,5.17519197047627e-08
"HOXA6",-0.311007327672204,5.16343777836093e-08
"KLHDC1",-0.311013820695745,5.15996701041769e-08
"NUMB",-0.311061396850057,5.13460428591429e-08
"AEBP2",-0.311320173351923,4.99874245202061e-08
"TRAF6",-0.311330089969695,4.99360564746933e-08
"ZBTB1",-0.31164990089285,4.8306459716502e-08
"KIF16B",-0.311839143015336,4.73664563030673e-08
"ADAM17",-0.311929809234968,4.69223732995273e-08
"NPC1",-0.312116336093065,4.60213577561001e-08
"PLEKHA1",-0.31216639140182,4.57824202967502e-08
"SEMA4B",-0.31230380739095,4.51326038743371e-08
"ZDHHC17",-0.312451139997851,4.44457767092239e-08
"TAOK3",-0.312537084018544,4.40497946096195e-08
"NOTCH2",-0.312771305085926,4.29878306577524e-08
"RAB27B",-0.312801054939243,4.28547247408696e-08
"TOGARAM1",-0.312914387713783,4.2351286969629e-08
"ZCCHC8",-0.313049442603443,4.17588042815553e-08
"CAMSAP2",-0.3130527481427,4.17444036703058e-08
"ZBTB11",-0.3131070534305,4.15085068653507e-08
"FRS2",-0.313417774120697,4.01832957454058e-08
"PHF20L1",-0.313528273575873,3.97219326833159e-08
"LRP11",-0.313592613536419,3.94556555231555e-08
"ATP2B4",-0.313600050999749,3.94249861225213e-08
"FRMD6",-0.313665689565003,3.915531175643e-08
"RUFY2",-0.313794251431121,3.8632265429795e-08
"RBM41",-0.313865438580129,3.83455509965855e-08
"NDRG2",-0.313903216171642,3.81942322887552e-08
"BAZ2B",-0.31398254911382,3.78783358881134e-08
"ATF7IP",-0.314090215249633,3.74536485719786e-08
"CALCOCO1",-0.31413082616051,3.72946557351575e-08
"MOB1A",-0.314378269384922,3.63398880999779e-08
"IGSF3",-0.314413567821992,3.62056249595578e-08
"LINC00964",-0.314493727148984,3.59025015887327e-08
"OSBPL11",-0.314553462965565,3.56782037663807e-08
"RP2",-0.314781545174326,3.48341656483914e-08
"SERPINB3",-0.315431437803328,3.25335037976099e-08
"EXOC6B",-0.31557676347568,3.20394786570037e-08
"ARHGAP21",-0.315641693711094,3.18210998381983e-08
"ANKRD49",-0.316064566626095,3.04336021321494e-08
"RSC1A1",-0.316108483076229,3.02929003161776e-08
"LINC02035",-0.316239287986844,2.98775306497486e-08
"PTPRB",-0.316344120803293,2.95486086100312e-08
"PIK3R4",-0.316794264417168,2.81755397221462e-08
"SH2D1B",-0.316822951775724,2.80901547295188e-08
"RNASEL",-0.317125644727724,2.7204307676215e-08
"ARAP2",-0.317245116360885,2.68621428002569e-08
"BBS10",-0.317329053447028,2.66242370462376e-08
"ZNF624",-0.318103612128024,2.4522759294003e-08
"BAZ1A",-0.318448804870476,2.36386649168102e-08
"TSC22D2",-0.318814775288261,2.27349850688743e-08
"ZDHHC5",-0.318977218931768,2.23446435352487e-08
"NLRP1",-0.319009802104448,2.22671313345778e-08
"SEPTIN7",-0.319637854563356,2.08228161945283e-08
"ACVR1",-0.320022241557004,1.99839424527822e-08
"SLK",-0.320143720124713,1.97256879033053e-08
"AKAP13",-0.320455739419618,1.90770445862008e-08
"KIDINS220",-0.320534954306823,1.89156765078996e-08
"POLK",-0.320795737743238,1.83936983222168e-08
"AGAP11",-0.320906237198414,1.81767469459033e-08
"NCOA3",-0.321187680255188,1.76352772622877e-08
"DUOX2",-0.321225930066595,1.7562902012887e-08
"MEAK7",-0.3212410411032,1.75343884672956e-08
"DUSP11",-0.321324624024423,1.73774789177517e-08
"RCOR1",-0.322020676148055,1.61224279791918e-08
"C10ORF55",-0.322092925791824,1.59972889766594e-08
"TMEM117",-0.322177453152835,1.58520756041585e-08
"EXOC1",-0.322404118701915,1.54689356822907e-08
"LPCAT2",-0.322502340439849,1.53057014422817e-08
"ZNF484",-0.32254106247115,1.52418079836434e-08
"KMT2E",-0.322842220708495,1.47536020247814e-08
"TAB3",-0.323018476783899,1.44749211891276e-08
"GPR87",-0.323073372346567,1.43891688810744e-08
"PRKAB2",-0.32329472542184,1.40483475919754e-08
"AMPD3",-0.323500613295587,1.37383505862156e-08
"TNRC6A",-0.323815583964829,1.32768678068048e-08
"ANK3",-0.323970472090033,1.30554628910819e-08
"RNF11",-0.32412677687492,1.28356524745781e-08
"IL1RAP",-0.324280720560336,1.26226611816485e-08
"RTKN2",-0.324386970036467,1.24776548764974e-08
"DENND2C",-0.32477560700916,1.19608459881076e-08
"MAP4K5",-0.324914439657971,1.17812920102239e-08
"LEPROT",-0.324984446257244,1.16917426292093e-08
"SZT2",-0.325225160348168,1.13888251046078e-08
"JMJD1C",-0.325285604494589,1.13139615513093e-08
"LINC00887",-0.325663026244801,1.08571506805189e-08
"RNF207",-0.325967490021403,1.0501688401658e-08
"SMPDL3A",-0.326030295267294,1.04297760964208e-08
"ANKRD20A9P",-0.326906263170508,9.47508687286706e-09
"GCNT4",-0.327101762206589,9.27385587480974e-09
"PAWR",-0.327207539462826,9.16670679502003e-09
"SLC39A2",-0.32732370555673,9.05041356499543e-09
"CRYBG1",-0.327359122048773,9.01524302602901e-09
"ARID4B",-0.327378955284318,8.99560529809669e-09
"JAK1",-0.327403510718801,8.9713492322984e-09
"CHP2",-0.327437982771057,8.93740414994336e-09
"RAB21",-0.327672203838439,8.71003088048411e-09
"NBPF10",-0.327788369932343,8.59934661521588e-09
"RAB18",-0.327856369597067,8.53518835313396e-09
"SGMS1",-0.328041479795482,8.36287206654865e-09
"TRIM6",-0.328230367753048,8.19050950796111e-09
"ZNRF2",-0.328368374017045,8.06675474103379e-09
"NPTN",-0.328376755920162,8.05929696172806e-09
"UBE2Q2P1",-0.328498116432898,7.95206118385921e-09
"HECTD2",-0.32955116679633,7.07773591075027e-09
"HEATR5B",-0.329634749717554,7.01247046726053e-09
"ACAP2",-0.329968609182552,6.75753717817593e-09
"CROT",-0.330323718542777,6.49622334711358e-09
"SPRTN",-0.330469634489997,6.3917066353363e-09
"ZNF532",-0.330726049892393,6.21197030286529e-09
"ACVR1B",-0.330751549766664,6.19436572481141e-09
"PLD1",-0.330769021902739,6.18233121108109e-09
"DNASE1L1",-0.330946930747772,6.06107161383187e-09
"P2RY1",-0.331318685859257,5.81507420775377e-09
"CLDND1",-0.331463657366689,5.72178645384906e-09
"YPEL5",-0.331865516496412,5.47070278118981e-09
"MAGEA5P",-0.332133855451129,5.30901673999878e-09
"KLF10",-0.332280597783164,5.22256434913898e-09
"LMBRD2",-0.332389208358764,5.15945617566057e-09
"BTRC",-0.332623429426147,5.02586428648751e-09
"PLSCR4",-0.332823178441273,4.91458477352433e-09
"IFT80",-0.333184544715092,4.71929944301046e-09
"SLC49A4",-0.333406370010259,4.6031669162829e-09
"FBXO11",-0.333823812396481,4.39207956413384e-09
"PLBD1",-0.334016478113198,4.29784489760272e-09
"DIP2B",-0.334739800935704,3.96122281172686e-09
"DCUN1D1",-0.334872140560974,3.90246125999448e-09
"WDR44",-0.334928806948243,3.8775590964996e-09
"MED13L",-0.335021243992478,3.83726731605228e-09
"ZC3H11A",-0.335218395798187,3.7526820122014e-09
"PRKAA1",-0.33540988096517,3.67225789236371e-09
"PRICKLE4",-0.336322327855189,3.31139998196763e-09
"EXOC8",-0.336433771750153,3.26975337628826e-09
"ZNF267",-0.336464466043258,3.25837230666941e-09
"PCF11",-0.336701520430003,3.17175860371802e-09
"PPP2R3A",-0.337092518502166,3.0337480422137e-09
"TEP1",-0.337501933150191,2.89547582613442e-09
"BTBD10",-0.33792268107567,2.75974342166082e-09
"STAM2",-0.33838215103245,2.61856128674797e-09
"MBNL1",-0.338561476537164,2.5653800779575e-09
"TMTC3",-0.339241591239376,2.37303286159329e-09
"GOLGA6L10",-0.339401673783414,2.32983324331329e-09
"PICALM",-0.339700116756369,2.25132167361087e-09
"LDHAL6B",-0.339791137140921,2.22789141270242e-09
"ENTPD7",-0.339880032535951,2.20523634385505e-09
"CYP7B1",-0.339966448776537,2.18342717465619e-09
"PPP1R21",-0.340164308912088,2.1342767858439e-09
"PUM2",-0.34054444592669,2.04283851815424e-09
"GAN",-0.341538468803383,1.82131718815335e-09
"ZNF641",-0.34173349561957,1.78067509279115e-09
"CAPN2",-0.342072077283508,1.71219586576693e-09
"SLC25A16",-0.342075264767792,1.71156347864112e-09
"AHNAK",-0.342270881858846,1.67318398010842e-09
"ARNT",-0.342544769397318,1.62084687310863e-09
"RBL2",-0.342690685344538,1.59361546169838e-09
"DNAJC13",-0.343274821353311,1.48897628704141e-09
"ATP11B",-0.344056345277742,1.35934424936045e-09
"FZD6",-0.344122810227811,1.34883912000303e-09
"ZNF655",-0.344182427989417,1.33948323357734e-09
"MR1",-0.345038562657087,1.21187351707723e-09
"PPFIBP1",-0.34566236513695,1.12640267825571e-09
"ASB3",-0.346222417931134,1.05466973191875e-09
"TNKS2",-0.346934525531159,9.69837375658868e-10
"FCHO2",-0.347576154312017,8.99098518675083e-10
"RHBDL2",-0.347626327675745,8.93783068020391e-10
"GOLGA6L5P",-0.348287671637175,8.26505858504194e-10
"ATG2B",-0.348754933222204,7.81962308023122e-10
"ERCC6",-0.349747067219321,6.94972802795974e-10
"PIK3CA",-0.350037010234186,6.7137630905032e-10
"SCAF11",-0.35034867536417,6.46879302091552e-10
"RASA2",-0.350486563573194,6.36320140601178e-10
"TBK1",-0.35065372941564,6.23743172102756e-10
"CXCR2",-0.35140774653125,5.69949402148427e-10
"CRYBG3",-0.352094000092083,5.24924475134425e-10
"TRERF1",-0.352684274959478,4.88975386424527e-10
"HCFC2",-0.352812718770623,4.81475661913747e-10
"SAMD8",-0.353560242862691,4.3999495535797e-10
"SP1",-0.353746415555868,4.30216620227536e-10
"IKZF2",-0.353846880338298,4.25027916435457e-10
"TEAD3",-0.354104240180482,4.1201173562371e-10
"ELF1",-0.354127733120205,4.10843029704783e-10
"DGKA",-0.35438308602784,3.98345826645004e-10
"PLXNA2",-0.354521682566704,3.91718168456753e-10
"PPP1R12A",-0.354554147684411,3.90181243209812e-10
"GNG12",-0.355016569015528,3.68915419296026e-10
"SUSD6",-0.355335317443921,3.54916801421742e-10
"REL",-0.355507205485306,3.47583463724288e-10
"ITSN2",-0.355928425630679,3.30229490531182e-10
"PRDM2",-0.35676189374344,2.98336717677408e-10
"NEK7",-0.35696447607793,2.91049048133348e-10
"NPHP3",-0.357020198025412,2.89075032606088e-10
"CLIP1",-0.357195391606055,2.82952957182323e-10
"CDC42SE1",-0.357377668485107,2.76717103500029e-10
"RAB10",-0.357394196181394,2.76158324508287e-10
"ABI1",-0.357962276713774,2.57604807515417e-10
"CDK17",-0.358600245790455,2.38211441920751e-10
"OSBPL8",-0.359615990782268,2.10226410803015e-10
"PRRC2C",-0.361496842619734,1.66601444532341e-10
"MDM2",-0.362251450010212,1.51693860159969e-10
"SAMD9",-0.362745392019248,1.42646895909977e-10
"EDEM3",-0.362863446992727,1.4056355983941e-10
"TJP1",-0.362987640824826,1.38403824471647e-10
"ALDH1A3",-0.363754053712652,1.25772448192704e-10
"F11R",-0.363957580486929,1.22611080892593e-10
"ASH1L",-0.364259328999142,1.18065792502034e-10
"PKN2",-0.364966242180334,1.08049595619555e-10
"ZMYM1",-0.365149463499173,1.05591490267901e-10
"TOR1AIP1",-0.365635731934933,9.93284369448646e-11
"ARHGAP23",-0.365968292795223,9.52547459546725e-11
"RBMS1",-0.366588789735828,8.8084040478052e-11
"UBE2D1",-0.367042002779014,8.3181210909907e-11
"MEF2A",-0.367511035188646,7.83870161954742e-11
"WDR26",-0.368632557436696,6.79874413864902e-11
"EPS15",-0.369025562443407,6.46711700700572e-11
"SMAD3",-0.369477004661991,6.10558308374357e-11
"CHD9",-0.369834357066712,5.83341844901868e-11
"SCYL3",-0.370279660426674,5.51075249101543e-11
"SHOC2",-0.370811852247117,5.14786471723274e-11
"RAP2C",-0.370996962445532,5.02717991367436e-11
"BTBD7",-0.371044774709791,4.99645834736261e-11
"FBXO34",-0.371153739450312,4.92712464743069e-11
"ZMYM6",-0.371508376590643,4.70789240755867e-11
"NIPBL",-0.371955568830181,4.44494379680592e-11
"ARID4A",-0.372311622630194,4.24585878895574e-11
"SOS2",-0.374389390163423,3.24599742426991e-11
"ABO",-0.375131483726712,2.94778396833762e-11
"DAAM1",-0.375235135993427,2.90831483111397e-11
"SLC12A6",-0.376130464912291,2.58813631243352e-11
"CTTNBP2NL",-0.378059129014017,2.01067919459669e-11
"VDR",-0.382293406747786,1.14836487533518e-11
"RC3H1",-0.382537544432941,1.11159552228537e-11
"PAPOLG",-0.382646155008541,1.09560892161419e-11
"ITGAV",-0.383434762231381,9.86066178330291e-12
"ZMIZ1",-0.383818677005134,9.36676460171875e-12
"ELK3",-0.383841815779936,9.33778026184496e-12
"KLHL20",-0.384033891221786,9.10053149201807e-12
"DENND1B",-0.384680006091637,8.34479594412057e-12
"KLHL28",-0.385061559765921,7.92761686789906e-12
"CEP350",-0.385726799541474,7.24837235870361e-12
"ATAD2B",-0.38624447060018,6.75938457220443e-12
"PUS10",-0.386422497500186,6.59877357834282e-12
"LYST",-0.387628074889353,5.60495553576052e-12
"EFCAB14",-0.390680976503519,3.6961964287135e-12
"BLZF1",-0.391305251203275,3.39273742418215e-12
"RIT1",-0.39161455523379,3.25152907793241e-12
"LRP1",-0.392996742863282,2.68749662148559e-12
"NIPAL2",-0.393070881386627,2.660106242405e-12
"ARHGAP32",-0.396755140998958,1.59370074385587e-12
"XRN1",-0.399145990321853,1.13904682590162e-12
"IDS",-0.399666376644948,1.05836981308313e-12
"REEP3",-0.399873208958484,1.02787753577589e-12
"RALGPS2",-0.400521684927803,9.37731635299548e-13
"RICTOR",-0.406221260992394,4.14922388799953e-13
"RAB5B",-0.408202223447371,3.11387980384731e-13
"NEMF",-0.410018381159371,2.3893614660755e-13
"NCOA4",-0.414697608088182,1.1987070436524e-13
"MPZL2",-0.422764540535946,3.55792320629365e-14
"MON2",-0.423519147926423,3.17048417148378e-14
"DICER1",-0.427555683579616,1.7027600273516e-14
"TMCC1",-0.435875725890518,4.60476746681238e-15
"EEA1",-0.436232724130319,4.34998603434695e-15
"CTNND1",-0.436315362611754,4.29300637562049e-15
"SKIL",-0.447503668558301,6.96517748461291e-16
"RASAL2",-0.461645237721397,6.34180206766129e-17
