lib,term,p,padj,n_overlap,genes
GO_Biological_Process_2023,Negative Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102),0.0643271264420606,0.2317668526221301,1,RACK1
GO_Biological_Process_2023,ERBB2 Signaling Pathway (GO:0038128),0.0643271264420606,0.2317668526221301,1,STUB1
GO_Biological_Process_2023,GTP Metabolic Process (GO:0046039),0.0643271264420606,0.2317668526221301,1,IMPDH2
GO_Biological_Process_2023,Regulation Of Gastrulation (GO:0010470),0.0643271264420606,0.2317668526221301,1,RACK1
GO_Biological_Process_2023,acyl-CoA Biosynthetic Process (GO:0071616),0.0643271264420606,0.2317668526221301,1,GCDH
GO_Biological_Process_2023,Outer Mitochondrial Membrane Organization (GO:0007008),0.0643271264420606,0.2317668526221301,1,SAMM50
GO_Biological_Process_2023,Protein Insertion Into Mitochondrial Outer Membrane (GO:0045040),0.0643271264420606,0.2317668526221301,1,SAMM50
GO_Biological_Process_2023,Regulation Of Short-Term Neuronal Synaptic Plasticity (GO:0048172),0.0643271264420606,0.2317668526221301,1,RAB3A
GO_Biological_Process_2023,RNA Processing (GO:0006396),0.06713884202568682,0.23191818150020724,3,EXOSC4;AKAP8L;LSM4
GO_Biological_Process_2023,Vesicle-Mediated Transport To The Plasma Membrane (GO:0098876),0.06715992022160129,0.23191818150020724,2,VPS51;RAB11B
GO_Biological_Process_2023,Positive Regulation Of Protein Ubiquitination (GO:0031398),0.06857594715567523,0.23191818150020724,2,PIN1;STUB1
GO_Biological_Process_2023,Establishment Of Chromosome Localization (GO:0051303),0.06910215203883725,0.23191818150020724,1,MAP1S
GO_Biological_Process_2023,Formation Of Cytoplasmic Translation Initiation Complex (GO:0001732),0.06910215203883725,0.23191818150020724,1,EIF3G
GO_Biological_Process_2023,Positive Regulation Of Mitochondrial Translation (GO:0070131),0.06910215203883725,0.23191818150020724,1,MPV17L2
GO_Biological_Process_2023,Histone mRNA Catabolic Process (GO:0071044),0.06910215203883725,0.23191818150020724,1,EXOSC4
GO_Biological_Process_2023,Regulation Of Mast Cell Degranulation (GO:0043304),0.06910215203883725,0.23191818150020724,1,STXBP2
GO_Biological_Process_2023,Positive Regulation Of Telomerase RNA Localization To Cajal Body (GO:1904874),0.06910215203883725,0.23191818150020724,1,NHP2
GO_Biological_Process_2023,Post-Translational Protein Targeting To Endoplasmic Reticulum Membrane (GO:0006620),0.06910215203883725,0.23191818150020724,1,GET3
GO_Biological_Process_2023,"Maturation Of LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)",0.06910215203883725,0.23191818150020724,1,PES1
GO_Biological_Process_2023,Mitochondrion Transport Along Microtubule (GO:0047497),0.06910215203883725,0.23191818150020724,1,MAP1S
GO_Biological_Process_2023,Regulation Of Vesicle Size (GO:0097494),0.06910215203883725,0.23191818150020724,1,KXD1
GO_Biological_Process_2023,Regulation Of MHC Class II Biosynthetic Process (GO:0045346),0.06910215203883725,0.23191818150020724,1,RFXANK
GO_Biological_Process_2023,Negative Regulation Of Androgen Receptor Signaling Pathway (GO:0060766),0.06910215203883725,0.23191818150020724,1,PHB1
GO_Biological_Process_2023,Exocytosis (GO:0006887),0.07143746073477412,0.23498696859389856,2,RAB3A;RAB11B
GO_Biological_Process_2023,Negative Regulation Of Binding (GO:0051100),0.07143746073477412,0.23498696859389856,2,RACK1;PIN1
GO_Biological_Process_2023,tRNA Wobble Base Modification (GO:0002097),0.07385304727236812,0.23498696859389856,1,ELP6
GO_Biological_Process_2023,tRNA Wobble Uridine Modification (GO:0002098),0.07385304727236812,0.23498696859389856,1,ELP6
GO_Biological_Process_2023,Folic Acid-Containing Compound Metabolic Process (GO:0006760),0.07385304727236812,0.23498696859389856,1,SLC19A1
GO_Biological_Process_2023,Negative Regulation Of Phagocytosis (GO:0050765),0.07385304727236812,0.23498696859389856,1,RACK1
GO_Biological_Process_2023,Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902229),0.07385304727236812,0.23498696859389856,1,TMEM161A
GO_Biological_Process_2023,Alpha-Beta T Cell Activation (GO:0046631),0.07385304727236812,0.23498696859389856,1,STOML2
GO_Biological_Process_2023,Regulation Of miRNA-mediated Gene Silencing (GO:0060964),0.07385304727236812,0.23498696859389856,1,ELAVL1
GO_Biological_Process_2023,Amyloid-Beta Metabolic Process (GO:0050435),0.07385304727236812,0.23498696859389856,1,APEH
GO_Biological_Process_2023,Melanosome Transport (GO:0032402),0.07385304727236812,0.23498696859389856,1,RAB11B
GO_Biological_Process_2023,Pigment Granule Transport (GO:0051904),0.07385304727236812,0.23498696859389856,1,RAB11B
GO_Biological_Process_2023,Positive Regulation Of DNA Repair (GO:0045739),0.07580136988597623,0.2375030237031035,2,BABAM1;TMEM161A
GO_Biological_Process_2023,Regulation Of Vesicle-Mediated Transport (GO:0060627),0.07580136988597623,0.2375030237031035,2,RAB3A;RAB11B
GO_Biological_Process_2023,Protein Transport (GO:0015031),0.07628277234489202,0.2375030237031035,4,RAB3A;STXBP2;TIMM44;RAB11B
GO_Biological_Process_2023,Establishment Of Melanosome Localization (GO:0032401),0.07857993284130045,0.2375030237031035,1,RAB11B
GO_Biological_Process_2023,DNA Repair-Dependent Chromatin Remodeling (GO:0140861),0.07857993284130045,0.2375030237031035,1,BABAM1
GO_Biological_Process_2023,Tail-Anchored Membrane Protein Insertion Into ER Membrane (GO:0071816),0.07857993284130045,0.2375030237031035,1,GET3
GO_Biological_Process_2023,Nuclear Chromosome Segregation (GO:0098813),0.07857993284130045,0.2375030237031035,1,MAP1S
GO_Biological_Process_2023,Protein Localization To Mitochondrion (GO:0070585),0.07857993284130045,0.2375030237031035,1,FKBP8
GO_Biological_Process_2023,Phosphatidylinositol Dephosphorylation (GO:0046856),0.07857993284130045,0.2375030237031035,1,PMPCA
GO_Biological_Process_2023,Negative Regulation Of RNA Biosynthetic Process (GO:1902679),0.07857993284130045,0.2375030237031035,1,ZNF653
GO_Biological_Process_2023,Negative Regulation Of Amyloid-Beta Formation (GO:1902430),0.07857993284130045,0.2375030237031035,1,PIN1
GO_Biological_Process_2023,Reticulophagy (GO:0061709),0.07857993284130045,0.2375030237031035,1,TEX264
GO_Biological_Process_2023,Positive Regulation Of Protein Metabolic Process (GO:0051247),0.07884454120211871,0.2375030237031035,3,NDUFA13;STUB1;ELAVL1
GO_Biological_Process_2023,Golgi Vesicle Transport (GO:0048193),0.07977987921536317,0.2393396376460895,3,VPS51;TRAPPC5;COPE
GO_Biological_Process_2023,DNA Biosynthetic Process (GO:0071897),0.08328292883718645,0.24099587675327577,1,POLD2
GO_Biological_Process_2023,DNA Modification (GO:0006304),0.08328292883718645,0.24099587675327577,1,EXOSC4
GO_Biological_Process_2023,Regulation Of Establishment Of Cell Polarity (GO:2000114),0.08328292883718645,0.24099587675327577,1,RACK1
GO_Biological_Process_2023,"Nuclear-Transcribed mRNA Catabolic Process, Exonucleolytic (GO:0000291)",0.08328292883718645,0.24099587675327577,1,EXOSC4
GO_Biological_Process_2023,Regulation Of Telomerase RNA Localization To Cajal Body (GO:1904872),0.08328292883718645,0.24099587675327577,1,NHP2
GO_Biological_Process_2023,rRNA Modification (GO:0000154),0.08328292883718645,0.24099587675327577,1,NHP2
GO_Biological_Process_2023,Receptor Recycling (GO:0001881),0.08328292883718645,0.24099587675327577,1,RAB11B
GO_Biological_Process_2023,Response To Acidic pH (GO:0010447),0.08328292883718645,0.24099587675327577,1,RAB11B
GO_Biological_Process_2023,Ribosomal Small Subunit Assembly (GO:0000028),0.08328292883718645,0.24099587675327577,1,RPSA
GO_Biological_Process_2023,3'-UTR-mediated mRNA Stabilization (GO:0070935),0.08796215478207874,0.2413972739634152,1,ELAVL1
GO_Biological_Process_2023,Positive Regulation Of Glycolytic Process (GO:0045821),0.08796215478207874,0.2413972739634152,1,MLST8
GO_Biological_Process_2023,fatty-acyl-CoA Metabolic Process (GO:0035337),0.08796215478207874,0.2413972739634152,1,GCDH
GO_Biological_Process_2023,Regulation Of Establishment Or Maintenance Of Cell Polarity (GO:0032878),0.08796215478207874,0.2413972739634152,1,RACK1
GO_Biological_Process_2023,Glycerolipid Catabolic Process (GO:0046503),0.08796215478207874,0.2413972739634152,1,PNPLA6
GO_Biological_Process_2023,Vesicle-Mediated Transport In Synapse (GO:0099003),0.08796215478207874,0.2413972739634152,1,RAB3A
GO_Biological_Process_2023,Protein Import Into Mitochondrial Matrix (GO:0030150),0.08796215478207874,0.2413972739634152,1,TIMM44
GO_Biological_Process_2023,Melanosome Localization (GO:0032400),0.08796215478207874,0.2413972739634152,1,RAB11B
GO_Biological_Process_2023,Mitochondrial Fusion (GO:0008053),0.08796215478207874,0.2413972739634152,1,STOML2
GO_Biological_Process_2023,Positive Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045745),0.08796215478207874,0.2413972739634152,1,PHB1
GO_Biological_Process_2023,Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992),0.08796215478207874,0.2413972739634152,1,PIN1
GO_Biological_Process_2023,Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558),0.08937613566563447,0.2413972739634152,2,IFRD2;RACK1
GO_Biological_Process_2023,Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334),0.08937613566563447,0.2413972739634152,2,RACK1;STUB1
GO_Biological_Process_2023,Axon Development (GO:0061564),0.0909264374481328,0.2413972739634152,2,RAB3A;MAP1S
GO_Biological_Process_2023,Protein Complex Oligomerization (GO:0051259),0.09248468910980343,0.2413972739634152,2,STOML2;ELAVL1
GO_Biological_Process_2023,COPII Vesicle Coating (GO:0048208),0.09261772960228992,0.2413972739634152,1,TRAPPC5
GO_Biological_Process_2023,Telomere Maintenance Via Telomerase (GO:0007004),0.09261772960228992,0.2413972739634152,1,NHP2
GO_Biological_Process_2023,RNA-templated DNA Biosynthetic Process (GO:0006278),0.09261772960228992,0.2413972739634152,1,NHP2
GO_Biological_Process_2023,Negative Regulation Of Peptidyl-Serine Phosphorylation (GO:0033137),0.09261772960228992,0.2413972739634152,1,RACK1
GO_Biological_Process_2023,Heme Biosynthetic Process (GO:0006783),0.09261772960228992,0.2413972739634152,1,SLC25A38
GO_Biological_Process_2023,"Vesicle Targeting, Rough ER To cis-Golgi (GO:0048207)",0.09261772960228992,0.2413972739634152,1,TRAPPC5
GO_Biological_Process_2023,Insulin Secretion (GO:0030073),0.09261772960228992,0.2413972739634152,1,RAB11B
GO_Biological_Process_2023,Protein Heterooligomerization (GO:0051291),0.09261772960228992,0.2413972739634152,1,FARSA
GO_Biological_Process_2023,Protein Insertion Into Membrane (GO:0051205),0.09261772960228992,0.2413972739634152,1,GET3
GO_Biological_Process_2023,Cellular Response To Misfolded Protein (GO:0071218),0.09261772960228992,0.2413972739634152,1,STUB1
GO_Biological_Process_2023,Purine Ribonucleotide Transport (GO:0015868),0.09261772960228992,0.2413972739634152,1,SLC19A1
GO_Biological_Process_2023,rRNA Catabolic Process (GO:0016075),0.09261772960228992,0.2413972739634152,1,EXOSC4
GO_Biological_Process_2023,Regulation Of Autophagy Of Mitochondrion (GO:1903146),0.09261772960228992,0.2413972739634152,1,FKBP8
GO_Biological_Process_2023,Calcium Ion Homeostasis (GO:0055074),0.09562456533018819,0.24395420531103815,2,STOML2;ATP13A1
GO_Biological_Process_2023,Transport Along Microtubule (GO:0010970),0.09724977164099889,0.24395420531103815,1,KXD1
GO_Biological_Process_2023,Activation Of Adenylate Cyclase Activity (GO:0007190),0.09724977164099889,0.24395420531103815,1,P2RY11
GO_Biological_Process_2023,Adenine Nucleotide Transport (GO:0051503),0.09724977164099889,0.24395420531103815,1,SLC19A1
GO_Biological_Process_2023,Hydrogen Peroxide Catabolic Process (GO:0042744),0.09724977164099889,0.24395420531103815,1,PRDX2
GO_Biological_Process_2023,Maturation Of LSU-rRNA (GO:0000470),0.09724977164099889,0.24395420531103815,1,PES1
GO_Biological_Process_2023,Regulation Of Spindle Organization (GO:0090224),0.09724977164099889,0.24395420531103815,1,TACC3
GO_Biological_Process_2023,Mitochondrial RNA Metabolic Process (GO:0000959),0.09724977164099889,0.24395420531103815,1,MRPL12
GO_Biological_Process_2023,Cellular Response To pH (GO:0071467),0.09724977164099889,0.24395420531103815,1,RAB11B
GO_Biological_Process_2023,Receptor Metabolic Process (GO:0043112),0.09724977164099889,0.24395420531103815,1,RAB11B
GO_Biological_Process_2023,Positive Regulation Of Embryonic Development (GO:0040019),0.09724977164099889,0.24395420531103815,1,RACK1
GO_Biological_Process_2023,Cellular Response To Organonitrogen Compound (GO:0071417),0.10039104986556256,0.24872399669522602,2,P2RY11;PDXP
GO_Biological_Process_2023,Negative Regulation Of MAPK Cascade (GO:0043409),0.10039104986556256,0.24872399669522602,2,PHB1;PIN1
GO_Biological_Process_2023,Sulfur Compound Transport (GO:0072348),0.10185839864661637,0.24872399669522602,1,SLC25A26
GO_Biological_Process_2023,"Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)",0.10185839864661637,0.24872399669522602,1,PES1
GO_Biological_Process_2023,Regulation Of Steroid Metabolic Process (GO:0019218),0.10185839864661637,0.24872399669522602,1,STUB1
GO_Biological_Process_2023,Plasma Membrane Repair (GO:0001778),0.10185839864661637,0.24872399669522602,1,RAB3A
GO_Biological_Process_2023,Porphyrin-Containing Compound Biosynthetic Process (GO:0006779),0.10185839864661637,0.24872399669522602,1,SLC25A38
GO_Biological_Process_2023,Modulation By Host Of Viral Genome Replication (GO:0044827),0.10185839864661637,0.24872399669522602,1,PHB1
GO_Biological_Process_2023,Negative Regulation Of Translation (GO:0017148),0.10360513863389278,0.25090343986660396,2,IFRD2;RACK1
GO_Biological_Process_2023,Positive Regulation Of Translation (GO:0045727),0.10522277190942457,0.25090343986660396,2,MPV17L2;ELAVL1
GO_Biological_Process_2023,Positive Regulation Of DNA Metabolic Process (GO:0051054),0.10522277190942457,0.25090343986660396,2,BABAM1;TMEM161A
GO_Biological_Process_2023,Regulation Of Mitochondrial Translation (GO:0070129),0.10644372781945091,0.25090343986660396,1,MPV17L2
GO_Biological_Process_2023,Oxoacid Metabolic Process (GO:0043436),0.10644372781945091,0.25090343986660396,1,GRHPR
GO_Biological_Process_2023,Protein Peptidyl-Prolyl Isomerization (GO:0000413),0.10644372781945091,0.25090343986660396,1,PIN1
GO_Biological_Process_2023,Mitochondrial Cytochrome C Oxidase Assembly (GO:0033617),0.10644372781945091,0.25090343986660396,1,UQCC5
GO_Biological_Process_2023,Cellular Response To Interferon-Beta (GO:0035458),0.10644372781945091,0.25090343986660396,1,NDUFA13
GO_Biological_Process_2023,Cellular Response To Topologically Incorrect Protein (GO:0035967),0.10644372781945091,0.25090343986660396,1,STUB1
GO_Biological_Process_2023,snRNA 3'-End Processing (GO:0034472),0.10644372781945091,0.25090343986660396,1,EXOSC4
GO_Biological_Process_2023,Cellular Response To Salt (GO:1902075),0.10684731520849937,0.25090343986660396,2,P2RY11;PDXP
GO_Biological_Process_2023,Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280),0.10684731520849937,0.25090343986660396,2,NDUFA13;RACK1
GO_Biological_Process_2023,Positive Regulation Of Protein Modification Process (GO:0031401),0.10785637400704913,0.251044057469419,3,BRAT1;RACK1;PIN1
GO_Biological_Process_2023,Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101),0.1101166897144182,0.251044057469419,2,PIN1;STUB1
GO_Biological_Process_2023,Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015),0.1101166897144182,0.251044057469419,2,PIN1;STUB1
GO_Biological_Process_2023,Translesion Synthesis (GO:0019985),0.11100587575178392,0.251044057469419,1,POLD2
GO_Biological_Process_2023,Positive Regulation Of Oxidoreductase Activity (GO:0051353),0.11100587575178392,0.251044057469419,1,FDX2
GO_Biological_Process_2023,U2-type Prespliceosome Assembly (GO:1903241),0.11100587575178392,0.251044057469419,1,SF3B5
GO_Biological_Process_2023,Histone mRNA Metabolic Process (GO:0008334),0.11100587575178392,0.251044057469419,1,EXOSC4
GO_Biological_Process_2023,Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460),0.11100587575178392,0.251044057469419,1,PHB1
GO_Biological_Process_2023,Protein Targeting To ER (GO:0045047),0.11100587575178392,0.251044057469419,1,GET3
GO_Biological_Process_2023,Cellular Response To Interleukin-6 (GO:0071354),0.11100587575178392,0.251044057469419,1,PHB1
GO_Biological_Process_2023,Rescue Of Stalled Ribosome (GO:0072344),0.11100587575178392,0.251044057469419,1,RACK1
GO_Biological_Process_2023,Cytosolic Pattern Recognition Receptor Signaling Pathway (GO:0002753),0.11100587575178392,0.251044057469419,1,PHB1
GO_Biological_Process_2023,Positive Regulation Of Phosphorylation (GO:0042327),0.11431660128981072,0.2557998327054818,3,BRAT1;RACK1;PIN1
GO_Biological_Process_2023,Positive Regulation Of Interleukin-17 Production (GO:0032740),0.11554495844655777,0.2557998327054818,1,PHB1
GO_Biological_Process_2023,Positive Regulation Of Lipid Metabolic Process (GO:0045834),0.11554495844655777,0.2557998327054818,1,MLST8
GO_Biological_Process_2023,Regulation Of Microtubule Depolymerization (GO:0031114),0.11554495844655777,0.2557998327054818,1,MAP1S
GO_Biological_Process_2023,Iron Ion Transport (GO:0006826),0.11554495844655777,0.2557998327054818,1,RAB11B
GO_Biological_Process_2023,Regulation Of Supramolecular Fiber Organization (GO:1902903),0.11554495844655777,0.2557998327054818,1,MAP1S
GO_Biological_Process_2023,Dicarboxylic Acid Transport (GO:0006835),0.11554495844655777,0.2557998327054818,1,SLC19A1
GO_Biological_Process_2023,Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport (GO:0006888),0.11673354694681366,0.257655126143868,2,TRAPPC5;COPE
GO_Biological_Process_2023,Positive Regulation Of Interleukin-2 Production (GO:0032743),0.12006109138115012,0.2587827042966139,1,STOML2
GO_Biological_Process_2023,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230),0.12006109138115012,0.2587827042966139,1,TMEM161A
GO_Biological_Process_2023,fatty-acyl-CoA Biosynthetic Process (GO:0046949),0.12006109138115012,0.2587827042966139,1,GCDH
GO_Biological_Process_2023,Positive Regulation Of Peptidase Activity (GO:0010952),0.12006109138115012,0.2587827042966139,1,NDUFA13
GO_Biological_Process_2023,Negative Regulation Of Response To Endoplasmic Reticulum Stress (GO:1903573),0.12006109138115012,0.2587827042966139,1,RACK1
GO_Biological_Process_2023,Negative Regulation Of Smoothened Signaling Pathway (GO:0045879),0.12006109138115012,0.2587827042966139,1,RACK1
GO_Biological_Process_2023,Cellular Response To Hexose Stimulus (GO:0071331),0.12006109138115012,0.2587827042966139,1,RACK1
GO_Biological_Process_2023,Mitotic Cell Cycle Checkpoint Signaling (GO:0007093),0.12006109138115012,0.2587827042966139,1,BABAM1
GO_Biological_Process_2023,Regulation Of Protein Binding (GO:0043393),0.12176118235811757,0.26167973401525263,2,RACK1;PIN1
GO_Biological_Process_2023,Telomere Maintenance Via Telomere Lengthening (GO:0010833),0.12455438941371809,0.26342597406844065,1,NHP2
GO_Biological_Process_2023,Calcium-Ion Regulated Exocytosis (GO:0017156),0.12455438941371809,0.26342597406844065,1,RAB3A
GO_Biological_Process_2023,Respiratory Chain Complex IV Assembly (GO:0008535),0.12455438941371809,0.26342597406844065,1,UQCC5
GO_Biological_Process_2023,Positive Regulation Of Adenylate Cyclase Activity (GO:0045762),0.12455438941371809,0.26342597406844065,1,P2RY11
GO_Biological_Process_2023,Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557),0.1285460388995092,0.26342597406844065,2,RFXANK;ELAVL1
GO_Biological_Process_2023,Glycerophospholipid Catabolic Process (GO:0046475),0.1290249668906648,0.26342597406844065,1,PNPLA6
GO_Biological_Process_2023,Regulation Of Immunoglobulin Production (GO:0002637),0.1290249668906648,0.26342597406844065,1,PHB1
GO_Biological_Process_2023,Activation Of Phospholipase C Activity (GO:0007202),0.1290249668906648,0.26342597406844065,1,PHB1
GO_Biological_Process_2023,Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110),0.1290249668906648,0.26342597406844065,1,MAP1S
GO_Biological_Process_2023,Iron-Sulfur Cluster Assembly (GO:0016226),0.1290249668906648,0.26342597406844065,1,FDX2
GO_Biological_Process_2023,Positive Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051443),0.1290249668906648,0.26342597406844065,1,PIN1
GO_Biological_Process_2023,Regulation Of Peptidase Activity (GO:0052547),0.1290249668906648,0.26342597406844065,1,NDUFA13
GO_Biological_Process_2023,Metallo-Sulfur Cluster Assembly (GO:0031163),0.1290249668906648,0.26342597406844065,1,FDX2
GO_Biological_Process_2023,Protein Quality Control For Misfolded Or Incompletely Synthesized Proteins (GO:0006515),0.1290249668906648,0.26342597406844065,1,STUB1
GO_Biological_Process_2023,Microtubule Polymerization Or Depolymerization (GO:0031109),0.1290249668906648,0.26342597406844065,1,PIN1
GO_Biological_Process_2023,Monoubiquitinated Histone H2A Deubiquitination (GO:0035522),0.1290249668906648,0.26342597406844065,1,SF3B5
GO_Biological_Process_2023,Monoubiquitinated Histone Deubiquitination (GO:0035521),0.1290249668906648,0.26342597406844065,1,SF3B5
GO_Biological_Process_2023,Regulation Of Androgen Receptor Signaling Pathway (GO:0060765),0.1290249668906648,0.26342597406844065,1,PHB1
GO_Biological_Process_2023,Fatty Acid Derivative Biosynthetic Process (GO:1901570),0.13347293752000114,0.2648618500138478,1,GCDH
GO_Biological_Process_2023,Transcription By RNA Polymerase III (GO:0006383),0.13347293752000114,0.2648618500138478,1,SNAPC2
GO_Biological_Process_2023,RNA Phosphodiester Bond Hydrolysis (GO:0090501),0.13347293752000114,0.2648618500138478,1,NHP2
GO_Biological_Process_2023,Hematopoietic Progenitor Cell Differentiation (GO:0002244),0.13347293752000114,0.2648618500138478,1,ARMC6
GO_Biological_Process_2023,Vesicle Coating (GO:0006901),0.13347293752000114,0.2648618500138478,1,TRAPPC5
GO_Biological_Process_2023,Regulation Of Lipid Biosynthetic Process (GO:0046890),0.13347293752000114,0.2648618500138478,1,MLST8
GO_Biological_Process_2023,Regulation Of Monoatomic Ion Transport (GO:0043269),0.13347293752000114,0.2648618500138478,1,RAB11B
GO_Biological_Process_2023,Phospholipid Catabolic Process (GO:0009395),0.13347293752000114,0.2648618500138478,1,PNPLA6
GO_Biological_Process_2023,Cellular Response To Osmotic Stress (GO:0071470),0.13347293752000114,0.2648618500138478,1,MLST8
GO_Biological_Process_2023,Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972),0.13347293752000114,0.2648618500138478,1,BABAM1
GO_Biological_Process_2023,Regulation Of Mitotic Cell Cycle (GO:0007346),0.13369217191175176,0.2648618500138478,2,PDXP;PIN1
GO_Biological_Process_2023,TOR Signaling (GO:0031929),0.13789841450708185,0.26813580598599246,1,MLST8
GO_Biological_Process_2023,Positive Regulation Of Viral Genome Replication (GO:0045070),0.13789841450708185,0.26813580598599246,1,RAD23A
GO_Biological_Process_2023,Protein Insertion Into ER Membrane (GO:0045048),0.13789841450708185,0.26813580598599246,1,GET3
GO_Biological_Process_2023,Positive Regulation Of B Cell Proliferation (GO:0030890),0.13789841450708185,0.26813580598599246,1,CD320
GO_Biological_Process_2023,Modified Amino Acid Transport (GO:0072337),0.13789841450708185,0.26813580598599246,1,SLC19A1
GO_Biological_Process_2023,Response To Interferon-Beta (GO:0035456),0.13789841450708185,0.26813580598599246,1,NDUFA13
GO_Biological_Process_2023,Positive Regulation Of Dephosphorylation (GO:0035306),0.13789841450708185,0.26813580598599246,1,PIN1
GO_Biological_Process_2023,Protein Targeting (GO:0006605),0.14062533213605818,0.2725065777519649,2,CDC37;TIMM44
GO_Biological_Process_2023,Positive Regulation Of Protein Targeting To Mitochondrion (GO:1903955),0.14230151047491377,0.2725065777519649,1,PIN1
GO_Biological_Process_2023,Phospholipid Dephosphorylation (GO:0046839),0.14230151047491377,0.2725065777519649,1,PMPCA
GO_Biological_Process_2023,Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095),0.14230151047491377,0.2725065777519649,1,BABAM1
GO_Biological_Process_2023,Cytoplasmic Translational Initiation (GO:0002183),0.14230151047491377,0.2725065777519649,1,EIF3G
GO_Biological_Process_2023,Regulation Of Cell Cycle Process (GO:0010564),0.1423707834785776,0.2725065777519649,2,PDXP;PIN1
GO_Biological_Process_2023,Negative Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144),0.14668233749516316,0.27854282478824705,1,PHB1
GO_Biological_Process_2023,Organic Cation Transport (GO:0015695),0.14668233749516316,0.27854282478824705,1,SLC25A26
GO_Biological_Process_2023,Regulation Of Protein Localization To Cell Surface (GO:2000008),0.14668233749516316,0.27854282478824705,1,RAB11B
GO_Biological_Process_2023,Gluconeogenesis (GO:0006094),0.1510410070630034,0.27854282478824705,1,MDH2
GO_Biological_Process_2023,Vesicle Budding From Membrane (GO:0006900),0.1510410070630034,0.27854282478824705,1,TRAPPC5
GO_Biological_Process_2023,Amide Transport (GO:0042886),0.1510410070630034,0.27854282478824705,1,SLC19A1
GO_Biological_Process_2023,Protein Transmembrane Import Into Intracellular Organelle (GO:0044743),0.1510410070630034,0.27854282478824705,1,TIMM44
GO_Biological_Process_2023,Mitochondrial Membrane Organization (GO:0007006),0.1510410070630034,0.27854282478824705,1,SAMM50
GO_Biological_Process_2023,Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051438),0.1510410070630034,0.27854282478824705,1,PIN1
GO_Biological_Process_2023,Chromosome Condensation (GO:0030261),0.1510410070630034,0.27854282478824705,1,AKAP8L
GO_Biological_Process_2023,Regulation Of Protein Kinase B Signaling (GO:0051896),0.15293855036625975,0.27854282478824705,2,PHB1;RACK1
GO_Biological_Process_2023,Cellular Response To Oxygen-Containing Compound (GO:1901701),0.1535859725570329,0.27854282478824705,4,NDUFA13;P2RY11;MPV17L2;PDXP
GO_Biological_Process_2023,Protein Localization To Organelle (GO:0033365),0.15471485015711253,0.27854282478824705,2,FKBP8;GET3
GO_Biological_Process_2023,Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),0.15471485015711253,0.27854282478824705,2,IFRD2;RACK1
GO_Biological_Process_2023,Negative Regulation Of Endocytosis (GO:0045806),0.15537763015398814,0.27854282478824705,1,RACK1
GO_Biological_Process_2023,Actin Filament Bundle Assembly (GO:0051017),0.15537763015398814,0.27854282478824705,1,PDXP
GO_Biological_Process_2023,Positive Regulation Of Protein Dephosphorylation (GO:0035307),0.15537763015398814,0.27854282478824705,1,PIN1
GO_Biological_Process_2023,Positive Regulation Of Small Molecule Metabolic Process (GO:0062013),0.15537763015398814,0.27854282478824705,1,MLST8
GO_Biological_Process_2023,intra-Golgi Vesicle-Mediated Transport (GO:0006891),0.15537763015398814,0.27854282478824705,1,COPE
GO_Biological_Process_2023,Protein K63-linked Deubiquitination (GO:0070536),0.15537763015398814,0.27854282478824705,1,BABAM1
GO_Biological_Process_2023,Carboxylic Acid Metabolic Process (GO:0019752),0.15537763015398814,0.27854282478824705,1,GRHPR
GO_Biological_Process_2023,Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338),0.15537763015398814,0.27854282478824705,1,CDC37
GO_Biological_Process_2023,Monoubiquitinated Protein Deubiquitination (GO:0035520),0.15537763015398814,0.27854282478824705,1,SF3B5
GO_Biological_Process_2023,ncRNA Catabolic Process (GO:0034661),0.15537763015398814,0.27854282478824705,1,EXOSC4
