set,lib,term,p,padj,n_overlap,genes
top300_raw,GO_Biological_Process_2023,Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),7.013731879805932e-11,9.55270282029568e-08,14,SURF1;NDUFA5;PET100;COX17;NDUFA1;OMA1;TMEM223;LYRM2;SAMM50;AIFM1;NDUFAF3;NDUFS1;SDHAF4;COX14
top300_raw,GO_Biological_Process_2023,Protein Transport (GO:0015031),1.2176832065605014e-08,8.292422636677015e-06,21,SEC13;SYS1;UNC93B1;USO1;STX7;CMTM6;MIA2;COPZ1;RAB11B;SCAMP4;SNX4;PREPL;IFT22;KRT18;SNX27;KIF3B;ARFIP2;IFT27;ARFIP1;SIL1;TMED4
top300_raw,GO_Biological_Process_2023,GPI Anchor Biosynthetic Process (GO:0006506),4.750695151545208e-06,0.0021568155988015243,6,DPM3;PIGT;PIGO;PGAP4;SLC30A5;PIGP
top300_raw,GO_Biological_Process_2023,Mitochondrial Cytochrome C Oxidase Assembly (GO:0033617),1.5686044016383605e-05,0.005341097987578617,5,SURF1;TMEM223;PET100;COX17;COX14
top300_raw,GO_Biological_Process_2023,Respiratory Chain Complex IV Assembly (GO:0008535),3.730201049551283e-05,0.008798672813530873,5,TMEM223;SURF1;PET100;COX17;COX14
top300_raw,GO_Biological_Process_2023,Glycolipid Biosynthetic Process (GO:0009247),4.141085836907935e-05,0.008798672813530873,6,TM9SF2;DPM3;PIGO;PGAP4;SLC30A5;PIGP
top300_raw,GO_Biological_Process_2023,GPI Anchor Metabolic Process (GO:0006505),4.5220785385254116e-05,0.008798672813530873,5,DPM3;PIGO;PGAP4;SLC30A5;PIGP
top300_raw,GO_Biological_Process_2023,Cilium Assembly (GO:0060271),8.267831120369966e-05,0.014075982482429868,13,SPAG16;RSPH4A;TRAF3IP1;PARVA;BBIP1;RPGRIP1L;TTC39C;DYNC2LI1;CFAP298;IFT22;KIF3B;IFT27;ENKD1
top300_raw,GO_Biological_Process_2023,Zinc Ion Transport (GO:0006829),0.00035080263860191933,0.05248506594926947,4,SLC30A9;SLC30A5;SLC39A4;SLC39A3
top300_raw,GO_Biological_Process_2023,Protein Glycosylation (GO:0006486),0.000385352907116516,0.05248506594926947,9,DPAGT1;KRTCAP2;DPM3;TMEM258;DAD1;MLEC;PLOD2;ALG1;POMGNT2
top300_raw,GO_Biological_Process_2023,Glycerol Metabolic Process (GO:0006071),0.0005042369993995074,0.06243370847110264,3,TKFC;GOT1;GALK2
top300_raw,GO_Biological_Process_2023,Cotranslational Protein Targeting To Membrane (GO:0006613),0.0008547684066723394,0.09433818650919171,3,TRAM1;SIL1;SEC63
top300_raw,GO_Biological_Process_2023,Protein Localization (GO:0008104),0.0009004379035385405,0.09433818650919171,14,SEC13;UNC93B1;USO1;STX7;CBY1;COPZ1;TM9SF2;IFT22;SNX27;ARFIP2;IFT27;ARFIP1;SIL1;TMED4
top300_raw,GO_Biological_Process_2023,NADH Dehydrogenase Complex Assembly (GO:0010257),0.001169663606094986,0.10620545543342473,5,LYRM2;NDUFA5;NDUFA1;NDUFAF3;NDUFS1
top300_raw,GO_Biological_Process_2023,Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981),0.001169663606094986,0.10620545543342473,5,LYRM2;NDUFA5;NDUFA1;NDUFAF3;NDUFS1
top300_raw,GO_Biological_Process_2023,Intraciliary Anterograde Transport (GO:0035720),0.0016188034811639598,0.1378006463340821,3,IFT22;TRAF3IP1;IFT27
top300_raw,GO_Biological_Process_2023,Cellular Respiration (GO:0045333),0.001757047590542757,0.1407705187246609,6,SURF1;NDUFA5;NDUFA1;NDUFS1;SDHAF4;NDUFV3
top300_raw,GO_Biological_Process_2023,Aerobic Respiration (GO:0009060),0.00189700896786557,0.14354034523516146,5,SURF1;NDUFA5;NDUFA1;NDUFS1;NDUFV3
top300_raw,GO_Biological_Process_2023,RNA Decapping (GO:0110154),0.002176476887111483,0.14821807601229198,2,NUDT16;NUDT12
top300_raw,GO_Biological_Process_2023,Gastrulation With Mouth Forming Second (GO:0001702),0.002176476887111483,0.14821807601229198,2,UGDH;LRP5
top300_raw,GO_Biological_Process_2023,Protein Lipidation (GO:0006497),0.0023642986306854187,0.1521736204479778,5,DPM3;PIGO;PGAP4;SLC30A5;PIGP
top300_raw,GO_Biological_Process_2023,Fatty Acid Metabolic Process (GO:0006631),0.0024580173640642525,0.1521736204479778,7,ACLY;CPT1A;MECR;CPT2;PEX2;ACSL3;MCAT
top300_raw,GO_Biological_Process_2023,Protein N-linked Glycosylation (GO:0006487),0.00271900478453097,0.1610123702839644,5,DPAGT1;KRTCAP2;TMEM258;DAD1;MLEC
top300_raw,GO_Biological_Process_2023,Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),0.0030546217460489223,0.16932845723224577,11,SPAG16;CFAP298;IFT22;DMTN;KIF3B;TRAF3IP1;ARFIP2;IFT27;PARVA;BBIP1;TTC39C
top300_raw,GO_Biological_Process_2023,Amino-Acid Betaine Metabolic Process (GO:0006577),0.003232408140997349,0.16932845723224577,2,CPT1A;CPT2
top300_raw,GO_Biological_Process_2023,Galactose Metabolic Process (GO:0006012),0.003232408140997349,0.16932845723224577,2,SLC35A2;GALK2
top300_raw,GO_Biological_Process_2023,Phosphatidylinositol Biosynthetic Process (GO:0006661),0.00359884397773927,0.17693785596259975,6,DPM3;PIGO;PGAP4;SLC30A5;PIGP;MTMR6
top300_raw,GO_Biological_Process_2023,Zinc Ion Transmembrane Transport (GO:0071577),0.0036374889625204057,0.17693785596259975,3,SLC30A5;SLC39A4;SLC39A3
top300_raw,GO_Biological_Process_2023,Intracellular Protein Transport (GO:0006886),0.0038515320003365636,0.18088919256753103,12,SEC13;IFT22;SNX27;UNC93B1;USO1;STX7;ARFIP2;IFT27;ARFIP1;SIL1;COPZ1;TMED4
top300_raw,GO_Biological_Process_2023,Aspartate Family Amino Acid Biosynthetic Process (GO:0009067),0.004480641819508172,0.19243220502156935,2,GOT1;PLOD2
top300_raw,GO_Biological_Process_2023,Cytochrome Complex Assembly (GO:0017004),0.004480641819508172,0.19243220502156935,2,SURF1;CYBA
top300_raw,GO_Biological_Process_2023,Hexose Metabolic Process (GO:0019318),0.004558762293875543,0.19243220502156935,4,SLC35A2;OMA1;SLC37A4;GALK2
top300_raw,GO_Biological_Process_2023,Long-Chain Fatty Acid Transport (GO:0015909),0.0047377423306406916,0.19243220502156935,3,CPT1A;CPT2;ACSL3
top300_raw,GO_Biological_Process_2023,Ubiquitin-Dependent ERAD Pathway (GO:0030433),0.004803740800832127,0.19243220502156935,5,RHBDD2;TMEM129;EDEM2;DNAJC10;ERLIN2
top300_raw,GO_Biological_Process_2023,Ornithine Metabolic Process (GO:0006591),0.007530279750921495,0.27948978096573024,2,ALDH18A1;AZIN1
top300_raw,GO_Biological_Process_2023,Carnitine Metabolic Process (GO:0009437),0.007530279750921495,0.27948978096573024,2,CPT1A;CPT2
top300_raw,GO_Biological_Process_2023,Cilium Organization (GO:0044782),0.007699717882972238,0.27948978096573024,9,SPAG16;CFAP298;IFT22;KIF3B;TRAF3IP1;IFT27;PARVA;BBIP1;TTC39C
top300_raw,GO_Biological_Process_2023,Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport (GO:0006888),0.007797805930027716,0.27948978096573024,6,SEC13;COPB1;USO1;MIA2;ERGIC3;TMED4
top300_raw,GO_Biological_Process_2023,Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),0.00816205819265309,0.28241319840397866,4,NDUFA5;NDUFA1;NDUFS1;NDUFV3
top300_raw,GO_Biological_Process_2023,Golgi To Plasma Membrane Protein Transport (GO:0043001),0.008294073374566188,0.28241319840397866,3,PREPL;SYS1;KRT18
top300_raw,GO_Biological_Process_2023,mRNA Metabolic Process (GO:0016071),0.0090780043940126,0.3015668776742722,5,ALKBH5;SF3B2;ANG;NUDT16;NUDT12
top300_raw,GO_Biological_Process_2023,Mitochondrial Protein Processing (GO:0034982),0.009320149734981171,0.302239141405818,2,MIPEP;OMA1
top300_raw,GO_Biological_Process_2023,Golgi Vesicle Transport (GO:0048193),0.009961640516049048,0.3112638859586807,8,NBAS;COPB1;USO1;COG1;MIA2;ERGIC3;COPZ1;TMED4
top300_raw,GO_Biological_Process_2023,Regulation Of Calcium-Mediated Signaling (GO:0050848),0.010055514671205544,0.3112638859586807,3,TMBIM4;JPT2;CALM2
top300_raw,GO_Biological_Process_2023,Glutamine Family Amino Acid Metabolic Process (GO:0009064),0.011011353234456199,0.32595896324256274,3,GOT1;DDAH1;ALDH18A1
top300_raw,GO_Biological_Process_2023,Erythrocyte Development (GO:0048821),0.01127924832181666,0.32595896324256274,2,ALAS1;DMTN
top300_raw,GO_Biological_Process_2023,Negative Regulation Of RNA Metabolic Process (GO:0051253),0.01127924832181666,0.32595896324256274,2,TMBIM6;NUDT16
top300_raw,GO_Biological_Process_2023,Glucose Metabolic Process (GO:0006006),0.0118324604371953,0.32595896324256274,4,G6PC3;LRP5;OMA1;SLC37A4
top300_raw,GO_Biological_Process_2023,Transition Metal Ion Transport (GO:0000041),0.012017915319055564,0.32595896324256274,3,SLC30A9;SLC30A5;COX17
top300_raw,GO_Biological_Process_2023,Proton Motive Force-Driven ATP Synthesis (GO:0015986),0.012531602926097077,0.32595896324256274,4,NDUFA5;NDUFA1;NDUFS1;NDUFV3
top300_raw,GO_Biological_Process_2023,acetyl-CoA Biosynthetic Process (GO:0006085),0.0134021306472713,0.32595896324256274,2,ACLY;DLAT
top300_raw,GO_Biological_Process_2023,Adipose Tissue Development (GO:0060612),0.0134021306472713,0.32595896324256274,2,SPTLC2;LRP5
top300_raw,GO_Biological_Process_2023,Regulation Of Monooxygenase Activity (GO:0032768),0.0134021306472713,0.32595896324256274,2,POR;DDAH1
top300_raw,GO_Biological_Process_2023,Ribosome Disassembly (GO:0032790),0.0134021306472713,0.32595896324256274,2,GFM2;MTIF3
top300_raw,GO_Biological_Process_2023,Fatty Acid Transmembrane Transport (GO:1902001),0.0134021306472713,0.32595896324256274,2,CPT1A;CPT2
top300_raw,GO_Biological_Process_2023,Quinone Biosynthetic Process (GO:1901663),0.0134021306472713,0.32595896324256274,2,COQ4;COQ6
top300_raw,GO_Biological_Process_2023,"Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)",0.014184800364915973,0.3389420718774659,3,NDUFA5;NDUFS1;NDUFV3
top300_raw,GO_Biological_Process_2023,Oxidative Phosphorylation (GO:0006119),0.014785487169370923,0.34720402628764135,4,NDUFA5;NDUFA1;NDUFS1;NDUFV3
top300_raw,GO_Biological_Process_2023,Endocytic Recycling (GO:0032456),0.015589920998227353,0.35017859880768076,4,SNX4;SNX27;CMTM6;RAB11B
top300_raw,GO_Biological_Process_2023,Positive Regulation Of Macroautophagy (GO:0016239),0.015589920998227353,0.35017859880768076,4,SNX4;SCOC;SPTLC2;SLC25A4
top300_raw,GO_Biological_Process_2023,Ubiquinone Biosynthetic Process (GO:0006744),0.01568347615805325,0.35017859880768076,2,COQ4;COQ6
top300_raw,GO_Biological_Process_2023,Negative Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010801),0.018118086134139243,0.3738914138590553,2,DMTN;CALM2
top300_raw,GO_Biological_Process_2023,Dolichol Metabolic Process (GO:0019348),0.018118086134139243,0.3738914138590553,2,DPAGT1;DPM3
top300_raw,GO_Biological_Process_2023,Electron Transport Chain (GO:0022900),0.018118086134139243,0.3738914138590553,2,POR;NDUFA5
top300_raw,GO_Biological_Process_2023,Ubiquinone Metabolic Process (GO:0006743),0.018118086134139243,0.3738914138590553,2,COQ4;COQ6
top300_raw,GO_Biological_Process_2023,Regulation Of ATP Biosynthetic Process (GO:2001169),0.018118086134139243,0.3738914138590553,2,DNAJC30;ATPSCKMT
top300_raw,GO_Biological_Process_2023,Aerobic Electron Transport Chain (GO:0019646),0.019080483989019452,0.3833981966035355,4,NDUFA5;NDUFA1;NDUFS1;NDUFV3
top300_raw,GO_Biological_Process_2023,Establishment Of Protein Localization To Plasma Membrane (GO:0061951),0.019141760182849056,0.3833981966035355,3,PREPL;SYS1;KRT18
top300_raw,GO_Biological_Process_2023,Nucleotide-Sugar Biosynthetic Process (GO:0009226),0.02070088124588021,0.40270621636820686,2,UGDH;UXS1
top300_raw,GO_Biological_Process_2023,Peptidyl-Lysine Trimethylation (GO:0018023),0.02070088124588021,0.40270621636820686,2,SETD3;ATPSCKMT
top300_raw,GO_Biological_Process_2023,Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),0.020992761646213425,0.40270621636820686,4,NDUFA5;NDUFA1;NDUFS1;NDUFV3
top300_raw,GO_Biological_Process_2023,Regulation Of Microtubule-Based Process (GO:0032886),0.023410069674460254,0.43708817365462405,3,TRAF3IP1;ERBB2;TRIM36
top300_raw,GO_Biological_Process_2023,Protein O-linked Mannosylation (GO:0035269),0.023426899175321262,0.43708817365462405,2,DPM3;POMGNT2
top300_raw,GO_Biological_Process_2023,Organelle Assembly (GO:0070925),0.02405642654152951,0.44276828310220534,10,SPAG16;CFAP298;IFT22;KIF3B;TRAF3IP1;STX7;IFT27;PARVA;BBIP1;TTC39C
top300_raw,GO_Biological_Process_2023,Intracellular Zinc Ion Homeostasis (GO:0006882),0.026291292253072487,0.4630533257451692,2,SLC30A9;SLC30A5
top300_raw,GO_Biological_Process_2023,Long-Chain fatty-acyl-CoA Biosynthetic Process (GO:0035338),0.026291292253072487,0.4630533257451692,2,ACSL3;HSD17B12
top300_raw,GO_Biological_Process_2023,Receptor Recycling (GO:0001881),0.026291292253072487,0.4630533257451692,2,PEX2;RAB11B
top300_raw,GO_Biological_Process_2023,mRNA Catabolic Process (GO:0006402),0.026518472399503085,0.4630533257451692,3,NBAS;NUDT16;NUDT12
top300_raw,GO_Biological_Process_2023,Regulation Of Defense Response To Virus (GO:0050688),0.029289325161763996,0.498650760879032,2,TRAF3IP1;ELMOD2
top300_raw,GO_Biological_Process_2023,Intracellular Lipid Transport (GO:0032365),0.029289325161763996,0.498650760879032,2,CPT1A;CPT2
top300_raw,GO_Biological_Process_2023,Regulation Of Apoptotic Signaling Pathway (GO:2001233),0.029836552061166147,0.50169609762109,3,DEPTOR;PTPMT1;TMBIM6
top300_raw,GO_Biological_Process_2023,Sphingosine Metabolic Process (GO:0006670),0.03241637268684274,0.5074839034422967,2,SPTLC2;PLPP2
top300_raw,GO_Biological_Process_2023,Gastrulation (GO:0007369),0.03241637268684274,0.5074839034422967,2,UGDH;LRP5
top300_raw,GO_Biological_Process_2023,Heme Biosynthetic Process (GO:0006783),0.03241637268684274,0.5074839034422967,2,PGRMC1;ALAS1
top300_raw,GO_Biological_Process_2023,Vesicle Docking (GO:0048278),0.03241637268684274,0.5074839034422967,2,STX7;USO1
top300_raw,GO_Biological_Process_2023,Protein Insertion Into Membrane (GO:0051205),0.03241637268684274,0.5074839034422967,2,TRAM1;GET1
top300_raw,GO_Biological_Process_2023,Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170),0.03241637268684274,0.5074839034422967,2,TMBIM6;CALM2
top300_raw,GO_Biological_Process_2023,Golgi To Plasma Membrane Transport (GO:0006893),0.03336313092441845,0.516370276352931,3,PREPL;SYS1;KRT18
top300_raw,GO_Biological_Process_2023,"Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum (GO:0006890)",0.03520409402016418,0.5338428966454946,3,NBAS;ERGIC3;COPZ1
top300_raw,GO_Biological_Process_2023,Regulation Of Necroptotic Process (GO:0060544),0.035667917470440534,0.5338428966454946,2,AIFM1;SLC25A4
top300_raw,GO_Biological_Process_2023,Glutamate Metabolic Process (GO:0006536),0.035667917470440534,0.5338428966454946,2,GOT1;ALDH18A1
top300_raw,GO_Biological_Process_2023,Vesicle-Mediated Transport To The Plasma Membrane (GO:0098876),0.036243122341241725,0.5365557894431655,4,SNX4;SNX27;CMTM6;RAB11B
top300_raw,GO_Biological_Process_2023,Fatty Acid Beta-Oxidation (GO:0006635),0.037096503664386445,0.5425773204079722,3,CPT2;PEX2;MCAT
top300_raw,GO_Biological_Process_2023,Aminoglycan Biosynthetic Process (GO:0006023),0.03903954786765581,0.5425773204079722,2,UGDH;HEXA
top300_raw,GO_Biological_Process_2023,Porphyrin-Containing Compound Biosynthetic Process (GO:0006779),0.03903954786765581,0.5425773204079722,2,PGRMC1;ALAS1
top300_raw,GO_Biological_Process_2023,Protein Mannosylation (GO:0035268),0.03903954786765581,0.5425773204079722,2,DPM3;POMGNT2
top300_raw,GO_Biological_Process_2023,Nucleocytoplasmic Transport (GO:0006913),0.0390400715124679,0.5425773204079722,3,RANBP2;SEC13;RITA1
top300_raw,GO_Biological_Process_2023,Dicarboxylic Acid Metabolic Process (GO:0043648),0.0390400715124679,0.5425773204079722,3,ACLY;GOT1;ALDH18A1
top300_raw,GO_Biological_Process_2023,Positive Regulation Of Protein Autophosphorylation (GO:0031954),0.04252695578138395,0.5433834211000953,2,TOM1L1;CALM2
top300_raw,GO_Biological_Process_2023,Fatty Acid Oxidation (GO:0019395),0.04307939183353614,0.5433834211000953,3,CPT2;PEX2;MCAT
top300_raw,GO_Biological_Process_2023,ERAD Pathway (GO:0036503),0.044969592344346034,0.5433834211000953,4,RHBDD2;TMEM129;DNAJC10;ERLIN2
top300_raw,GO_Biological_Process_2023,Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336),0.0461259345762886,0.5433834211000953,2,ACSL3;HSD17B12
top300_raw,GO_Biological_Process_2023,Protein Targeting To ER (GO:0045047),0.0461259345762886,0.5433834211000953,2,SPCS1;SEC63
top300_raw,GO_Biological_Process_2023,Organelle Disassembly (GO:1903008),0.0473192189992339,0.5433834211000953,3,KIF9;GFM2;MTIF3
top300_raw,GO_Biological_Process_2023,Endoplasmic Reticulum Organization (GO:0007029),0.0473192189992339,0.5433834211000953,3,RTN3;TRAM1;GET1
top300_raw,GO_Biological_Process_2023,Negative Regulation Of TOR Signaling (GO:0032007),0.0473192189992339,0.5433834211000953,3,SEC13;DEPTOR;ENDOG
top300_raw,GO_Biological_Process_2023,Ceramide Metabolic Process (GO:0006672),0.04951333058749944,0.5433834211000953,3,TM9SF2;SPTLC2;PLPP2
top300_raw,GO_Biological_Process_2023,mRNA Polyadenylation (GO:0006378),0.04983237702866962,0.5433834211000953,2,CPSF1;PEX2
top300_raw,GO_Biological_Process_2023,Protein Exit From Endoplasmic Reticulum (GO:0032527),0.04983237702866962,0.5433834211000953,2,SEC13;TMEM129
top300_raw,GO_Biological_Process_2023,Regulation Of Actin Nucleation (GO:0051125),0.04983237702866962,0.5433834211000953,2,ARFIP2;ARFIP1
top300_raw,GO_Biological_Process_2023,Nucleotide-Excision Repair (GO:0006289),0.05175633370857966,0.5433834211000953,3,DDB1;SLC30A9;CETN2
top300_raw,GO_Biological_Process_2023,RNA Polyadenylation (GO:0043631),0.05364227330427298,0.5433834211000953,2,CPSF1;PEX2
top300_raw,GO_Biological_Process_2023,fatty-acyl-CoA Biosynthetic Process (GO:0046949),0.05364227330427298,0.5433834211000953,2,HSD17B12;ACSL3
top300_raw,GO_Biological_Process_2023,Vesicle Cargo Loading (GO:0035459),0.05364227330427298,0.5433834211000953,2,SEC13;MIA2
top300_raw,GO_Biological_Process_2023,Lamellipodium Assembly (GO:0030032),0.05364227330427298,0.5433834211000953,2,DMTN;ARFIP2
top300_raw,GO_Biological_Process_2023,Negative Regulation Of TORC1 Signaling (GO:1904262),0.05364227330427298,0.5433834211000953,2,SEC13;DEPTOR
top300_raw,GO_Biological_Process_2023,Endosomal Transport (GO:0016197),0.05450650485035506,0.5433834211000953,6,SNX4;PREPL;SNX27;CMTM6;EPS15L1;RAB11B
top300_raw,GO_Biological_Process_2023,DNA-templated Transcription Elongation (GO:0006354),0.05755170894318743,0.5433834211000953,2,PBRM1;PEX2
top300_raw,GO_Biological_Process_2023,Protein Targeting To Mitochondrion (GO:0006626),0.058774031542666125,0.5433834211000953,3,MIPEP;SAMM50;AIFM1
top300_raw,GO_Biological_Process_2023,Protein-Containing Complex Assembly (GO:0065003),0.05998278502999579,0.5433834211000953,9,RSPH4A;DMTN;SAMM50;AIFM1;TUBGCP2;CYBA;OMA1;FADD;PFDN6
top300_raw,GO_Biological_Process_2023,Mitochondrial Translation (GO:0032543),0.0600662515448201,0.5433834211000953,4,GFM2;IARS2;MTIF3;MRPL33
top300_raw,GO_Biological_Process_2023,Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236),0.061207846248586634,0.5433834211000953,3,DEPTOR;FADD;ZMYND11
top300_raw,GO_Biological_Process_2023,Peptidyl-Lysine Methylation (GO:0018022),0.06155686299926461,0.5433834211000953,2,SETD3;ATPSCKMT
top300_raw,GO_Biological_Process_2023,Iron-Sulfur Cluster Assembly (GO:0016226),0.06155686299926461,0.5433834211000953,2,NFU1;NUBP1
top300_raw,GO_Biological_Process_2023,Metallo-Sulfur Cluster Assembly (GO:0031163),0.06155686299926461,0.5433834211000953,2,NFU1;NUBP1
top300_raw,GO_Biological_Process_2023,Myeloid Cell Development (GO:0061515),0.06155686299926461,0.5433834211000953,2,ALAS1;DMTN
top300_raw,GO_Biological_Process_2023,Fatty Acid Catabolic Process (GO:0009062),0.06368808484733696,0.5433834211000953,3,CPT2;PEX2;MCAT
top300_raw,GO_Biological_Process_2023,Regulation Of Protein Targeting To Membrane (GO:0090313),0.06565400603509194,0.5433834211000953,2,DMTN;ERBB2
top300_raw,GO_Biological_Process_2023,Transcription Elongation By RNA Polymerase II (GO:0006368),0.06565400603509194,0.5433834211000953,2,PBRM1;PEX2
top300_raw,GO_Biological_Process_2023,Glycosaminoglycan Metabolic Process (GO:0030203),0.06565400603509194,0.5433834211000953,2,UGDH;HEXA
top300_raw,GO_Biological_Process_2023,Intracellular Monoatomic Cation Homeostasis (GO:0030003),0.06715582079533267,0.5433834211000953,6,SLC12A2;SLC30A9;SLC30A5;RMDN3;NUBP1;SLC39A4
top300_raw,GO_Biological_Process_2023,Alpha-Amino Acid Metabolic Process (GO:1901605),0.06983949830370577,0.5433834211000953,2,SRR;DDAH1
top300_raw,GO_Biological_Process_2023,Protein Insertion Into ER Membrane (GO:0045048),0.06983949830370577,0.5433834211000953,2,TRAM1;GET1
top300_raw,GO_Biological_Process_2023,Morphogenesis Of An Epithelium (GO:0002009),0.06983949830370577,0.5433834211000953,2,TRAF3IP1;DAG1
top300_raw,GO_Biological_Process_2023,Response To Metal Ion (GO:0010038),0.07140182681862418,0.5433834211000953,3,PPP5C;AHCYL1;CALM2
top300_raw,GO_Biological_Process_2023,Regulation Of Enamel Mineralization (GO:0070173),0.07279028186522928,0.5433834211000953,1,SLC4A2
top300_raw,GO_Biological_Process_2023,ERBB2-EGFR Signaling Pathway (GO:0038134),0.07279028186522928,0.5433834211000953,1,ERBB2
top300_raw,GO_Biological_Process_2023,"Negative Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:2000623)",0.07279028186522928,0.5433834211000953,1,NBAS
top300_raw,GO_Biological_Process_2023,Regulation Of Monoatomic Anion Transport (GO:0044070),0.07279028186522928,0.5433834211000953,1,RAB11B
top300_raw,GO_Biological_Process_2023,Aromatic Compound Biosynthetic Process (GO:0019438),0.07279028186522928,0.5433834211000953,1,PNPO
top300_raw,GO_Biological_Process_2023,Aspartate Metabolic Process (GO:0006531),0.07279028186522928,0.5433834211000953,1,GOT1
top300_raw,GO_Biological_Process_2023,Attachment Of GPI Anchor To Protein (GO:0016255),0.07279028186522928,0.5433834211000953,1,PIGT
top300_raw,GO_Biological_Process_2023,Cellular Heat Acclimation (GO:0070370),0.07279028186522928,0.5433834211000953,1,RBBP7
top300_raw,GO_Biological_Process_2023,Cellular Lipid Biosynthetic Process (GO:0097384),0.07279028186522928,0.5433834211000953,1,DHRS7B
top300_raw,GO_Biological_Process_2023,Pexophagy (GO:0000425),0.07279028186522928,0.5433834211000953,1,PEX2
top300_raw,GO_Biological_Process_2023,Plus-End-Directed Organelle Transport Along Microtubule (GO:0072386),0.07279028186522928,0.5433834211000953,1,KIF3B
top300_raw,GO_Biological_Process_2023,Cerebral Cortex Neuron Differentiation (GO:0021895),0.07279028186522928,0.5433834211000953,1,GET1
top300_raw,GO_Biological_Process_2023,Response To Bile Acid (GO:1903412),0.07279028186522928,0.5433834211000953,1,ALAS1
top300_raw,GO_Biological_Process_2023,Establishment Of Lymphocyte Polarity (GO:0001767),0.07279028186522928,0.5433834211000953,1,SNX27
top300_raw,GO_Biological_Process_2023,succinyl-CoA Catabolic Process (GO:1901289),0.07279028186522928,0.5433834211000953,1,SUCLG2
top300_raw,GO_Biological_Process_2023,Toll-Like Receptor 9 Signaling Pathway (GO:0034162),0.07279028186522928,0.5433834211000953,1,UNC93B1
top300_raw,GO_Biological_Process_2023,Glycerol Ether Biosynthetic Process (GO:0046504),0.07279028186522928,0.5433834211000953,1,DHRS7B
top300_raw,GO_Biological_Process_2023,Heat Acclimation (GO:0010286),0.07279028186522928,0.5433834211000953,1,RBBP7
top300_raw,GO_Biological_Process_2023,Hexose Catabolic Process (GO:0019320),0.07279028186522928,0.5433834211000953,1,LRP5
top300_raw,GO_Biological_Process_2023,Hydrogen Peroxide Biosynthetic Process (GO:0050665),0.07279028186522928,0.5433834211000953,1,CYBA
top300_raw,GO_Biological_Process_2023,Insulin Processing (GO:0030070),0.07279028186522928,0.5433834211000953,1,SLC30A5
top300_raw,GO_Biological_Process_2023,Protein Localization To Non-Motile Cilium (GO:0097499),0.07279028186522928,0.5433834211000953,1,BBIP1
top300_raw,GO_Biological_Process_2023,Proton-Transporting V-type ATPase Complex Assembly (GO:0070070),0.07279028186522928,0.5433834211000953,1,TMEM9
top300_raw,GO_Biological_Process_2023,Purine Deoxyribonucleotide Catabolic Process (GO:0009155),0.07279028186522928,0.5433834211000953,1,NUDT16
top300_raw,GO_Biological_Process_2023,Mitochondrial Translational Elongation (GO:0070125),0.07279028186522928,0.5433834211000953,1,GFM2
top300_raw,GO_Biological_Process_2023,"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Transcription Of P21 Class Mediator (GO:1902162)",0.07279028186522928,0.5433834211000953,1,ZNHIT1
top300_raw,GO_Biological_Process_2023,Multinuclear Osteoclast Differentiation (GO:0072674),0.07279028186522928,0.5433834211000953,1,TCTA
top300_raw,GO_Biological_Process_2023,Negative Regulation Of Cell Size (GO:0045792),0.07279028186522928,0.5433834211000953,1,DEPTOR
top300_raw,GO_Biological_Process_2023,Negative Regulation Of Cellular Response To Hypoxia (GO:1900038),0.07279028186522928,0.5433834211000953,1,TMBIM6
top300_raw,GO_Biological_Process_2023,DNA Repair (GO:0006281),0.07290291139766822,0.5433834211000953,8,DDB1;BABAM2;PPP5C;SLC30A9;NEIL2;CETN2;CENPS;FANCF
top300_raw,GO_Biological_Process_2023,Monocarboxylic Acid Biosynthetic Process (GO:0072330),0.07406217323394,0.5433834211000953,3,ACLY;SRR;MCAT
top300_raw,GO_Biological_Process_2023,Phospholipid Dephosphorylation (GO:0046839),0.0741097879019695,0.5433834211000953,2,PLPP2;MTMR6
top300_raw,GO_Biological_Process_2023,Lamellipodium Organization (GO:0097581),0.0741097879019695,0.5433834211000953,2,DMTN;ARFIP2
top300_raw,GO_Biological_Process_2023,Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:0034315),0.0741097879019695,0.5433834211000953,2,ARFIP2;ARFIP1
top300_raw,GO_Biological_Process_2023,Negative Regulation Of Protein Phosphorylation (GO:0001933),0.07411435504769172,0.5433834211000953,5,DEPTOR;DMTN;TRAF3IP1;DNAJC10;CALM2
top300_raw,GO_Biological_Process_2023,Response To Reactive Oxygen Species (GO:0000302),0.07676608203489829,0.5433834211000953,3,TXNRD2;CAT;PEX2
