set,lib,term,p,padj,n_overlap,genes
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Double-Strand Break Repair (GO:2000779),0.14595308601911863,0.512276138819968,3,PBRM1;MORF4L2;PPP4R3B
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Cell Adhesion (GO:0045785),0.14595308601911863,0.512276138819968,3,EPB41L4B;ERBB2;CIB1
top300_sample_centered,GO_Biological_Process_2023,I-kappaB kinase/NF-kappaB Signaling (GO:0007249),0.14617326963615715,0.512276138819968,2,AZI2;FAIM
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Apoptotic Signaling Pathway (GO:2001233),0.14617326963615715,0.512276138819968,2,CRADD;PTPMT1
top300_sample_centered,GO_Biological_Process_2023,Cellular Response To Chemical Stress (GO:0062197),0.14947576745774732,0.512276138819968,3,MSRA;PRKAA2;PYROXD1
top300_sample_centered,GO_Biological_Process_2023,Replication Fork Processing (GO:0031297),0.15138233577827764,0.512276138819968,2,NBN;CENPS
top300_sample_centered,GO_Biological_Process_2023,Intracellular Protein Transmembrane Transport (GO:0065002),0.15138233577827764,0.512276138819968,2,PEX7;PEX2
top300_sample_centered,GO_Biological_Process_2023,Mitotic G2/M Transition Checkpoint (GO:0044818),0.15138233577827764,0.512276138819968,2,BABAM2;NBN
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Cilium Movement (GO:0003352),0.15320061211632643,0.512276138819968,1,CFAP298
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Keratinocyte Migration (GO:0051547),0.15320061211632643,0.512276138819968,1,EPB41L4B
top300_sample_centered,GO_Biological_Process_2023,Negative Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051280),0.15320061211632643,0.512276138819968,1,CALM2
top300_sample_centered,GO_Biological_Process_2023,Negative Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060315),0.15320061211632643,0.512276138819968,1,CALM2
top300_sample_centered,GO_Biological_Process_2023,Regulation Of mRNA 3'-End Processing (GO:0031440),0.15320061211632643,0.512276138819968,1,PEX2
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Mesenchymal Cell Proliferation (GO:0010464),0.15320061211632643,0.512276138819968,1,LRP5
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Microtubule-Based Movement (GO:0060632),0.15320061211632643,0.512276138819968,1,CFAP298
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Mitochondrial Fusion (GO:0010635),0.15320061211632643,0.512276138819968,1,OMA1
top300_sample_centered,GO_Biological_Process_2023,Negative Regulation Of Vascular Permeability (GO:0043116),0.15320061211632643,0.512276138819968,1,DDAH1
top300_sample_centered,GO_Biological_Process_2023,Cellular Response To Nitrogen Levels (GO:0043562),0.15320061211632643,0.512276138819968,1,BECN1
top300_sample_centered,GO_Biological_Process_2023,Cellular Response To Nitrogen Starvation (GO:0006995),0.15320061211632643,0.512276138819968,1,BECN1
top300_sample_centered,GO_Biological_Process_2023,Central Nervous System Neuron Axonogenesis (GO:0021955),0.15320061211632643,0.512276138819968,1,KIFBP
top300_sample_centered,GO_Biological_Process_2023,Central Nervous System Projection Neuron Axonogenesis (GO:0021952),0.15320061211632643,0.512276138819968,1,KIFBP
top300_sample_centered,GO_Biological_Process_2023,Digestive System Development (GO:0055123),0.15320061211632643,0.512276138819968,1,COBL
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Coagulation (GO:0050820),0.15320061211632643,0.512276138819968,1,DMTN
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Cytoplasmic Transport (GO:1903651),0.15320061211632643,0.512276138819968,1,EIPR1
top300_sample_centered,GO_Biological_Process_2023,Endosomal Lumen Acidification (GO:0048388),0.15320061211632643,0.512276138819968,1,TMEM9
top300_sample_centered,GO_Biological_Process_2023,Sphingoid Metabolic Process (GO:0046519),0.15320061211632643,0.512276138819968,1,PLPP2
top300_sample_centered,GO_Biological_Process_2023,Erythrocyte Development (GO:0048821),0.15320061211632643,0.512276138819968,1,DMTN
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Hemostasis (GO:1900048),0.15320061211632643,0.512276138819968,1,DMTN
top300_sample_centered,GO_Biological_Process_2023,Glycerol Metabolic Process (GO:0006071),0.15320061211632643,0.512276138819968,1,TKFC
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Platelet Aggregation (GO:1901731),0.15320061211632643,0.512276138819968,1,DMTN
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070863),0.15320061211632643,0.512276138819968,1,EDEM2
top300_sample_centered,GO_Biological_Process_2023,pre-mRNA Cleavage Required For Polyadenylation (GO:0098789),0.15320061211632643,0.512276138819968,1,CPSF2
top300_sample_centered,GO_Biological_Process_2023,Magnesium Ion Transport (GO:0015693),0.15320061211632643,0.512276138819968,1,NIPA1
top300_sample_centered,GO_Biological_Process_2023,Methylguanosine-Cap Decapping (GO:0110156),0.15320061211632643,0.512276138819968,1,NUDT12
top300_sample_centered,GO_Biological_Process_2023,Mitochondrial Genome Maintenance (GO:0000002),0.15320061211632643,0.512276138819968,1,SLC25A4
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Alcohol Biosynthetic Process (GO:1902930),0.15320061211632643,0.512276138819968,1,ERLIN2
top300_sample_centered,GO_Biological_Process_2023,Negative Regulation Of Amyloid Fibril Formation (GO:1905907),0.15320061211632643,0.512276138819968,1,PFDN6
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:1901844),0.15320061211632643,0.512276138819968,1,CALM2
top300_sample_centered,GO_Biological_Process_2023,Negative Regulation Of Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:1902548),0.15320061211632643,0.512276138819968,1,PIK3CB
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Epithelial Cell Proliferation (GO:0050678),0.15660210756981807,0.5174707314764279,3,EPB41L4B;ERBB2;PEX2
top300_sample_centered,GO_Biological_Process_2023,rRNA Metabolic Process (GO:0016072),0.15660210756981807,0.5174707314764279,3,SLFN13;POP4;MARS1
top300_sample_centered,GO_Biological_Process_2023,Negative Regulation Of Hydrolase Activity (GO:0051346),0.15662763631944016,0.5174707314764279,2,ATP5IF1;TMED2
top300_sample_centered,GO_Biological_Process_2023,Golgi To Plasma Membrane Transport (GO:0006893),0.15662763631944016,0.5174707314764279,2,PREPL;EXOC4
top300_sample_centered,GO_Biological_Process_2023,Protein Monoubiquitination (GO:0006513),0.15662763631944016,0.5174707314764279,2,PEX2;FANCF
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242),0.16190692318445674,0.5191930856756806,2,BECN1;PTPMT1
top300_sample_centered,GO_Biological_Process_2023,Cytoplasmic Microtubule Organization (GO:0031122),0.16190692318445674,0.5191930856756806,2,TUBGCP2;CIB1
top300_sample_centered,GO_Biological_Process_2023,C4-dicarboxylate Transport (GO:0015740),0.16590957450841412,0.5191930856756806,1,SLC25A13
top300_sample_centered,GO_Biological_Process_2023,DNA Strand Elongation (GO:0022616),0.16590957450841412,0.5191930856756806,1,NBN
top300_sample_centered,GO_Biological_Process_2023,Negative Regulation Of Mitochondrial Membrane Permeability (GO:0035795),0.16590957450841412,0.5191930856756806,1,SLC25A4
top300_sample_centered,GO_Biological_Process_2023,UV-damage Excision Repair (GO:0070914),0.16590957450841412,0.5191930856756806,1,DDB1
top300_sample_centered,GO_Biological_Process_2023,acetyl-CoA Biosynthetic Process (GO:0006085),0.16590957450841412,0.5191930856756806,1,DLAT
top300_sample_centered,GO_Biological_Process_2023,Negative Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900025),0.16590957450841412,0.5191930856756806,1,DMTN
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Monooxygenase Activity (GO:0032768),0.16590957450841412,0.5191930856756806,1,DDAH1
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0010640),0.16590957450841412,0.5191930856756806,1,IFT20
top300_sample_centered,GO_Biological_Process_2023,Oligosaccharide-Lipid Intermediate Biosynthetic Process (GO:0006490),0.16590957450841412,0.5191930856756806,1,DPAGT1
top300_sample_centered,GO_Biological_Process_2023,Cardiolipin Metabolic Process (GO:0032048),0.16590957450841412,0.5191930856756806,1,PTPMT1
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Retinoic Acid Receptor Signaling Pathway (GO:0048385),0.16590957450841412,0.5191930856756806,1,CTBP2
top300_sample_centered,GO_Biological_Process_2023,"Regulation Of Retrograde Protein Transport, ER To Cytosol (GO:1904152)",0.16590957450841412,0.5191930856756806,1,EDEM2
top300_sample_centered,GO_Biological_Process_2023,Cellular Response To Acidic pH (GO:0071468),0.16590957450841412,0.5191930856756806,1,RAB11B
top300_sample_centered,GO_Biological_Process_2023,Detection Of Calcium Ion (GO:0005513),0.16590957450841412,0.5191930856756806,1,CALM2
top300_sample_centered,GO_Biological_Process_2023,Ribosome Disassembly (GO:0032790),0.16590957450841412,0.5191930856756806,1,MTIF3
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Integrin-Mediated Signaling Pathway (GO:2001046),0.16590957450841412,0.5191930856756806,1,DMTN
top300_sample_centered,GO_Biological_Process_2023,tRNA 5'-Leader Removal (GO:0001682),0.16590957450841412,0.5191930856756806,1,POP4
top300_sample_centered,GO_Biological_Process_2023,mRNA Cleavage Involved In mRNA Processing (GO:0098787),0.16590957450841412,0.5191930856756806,1,CPSF2
top300_sample_centered,GO_Biological_Process_2023,Morphogenesis Of A Polarized Epithelium (GO:0001738),0.16590957450841412,0.5191930856756806,1,TRAF3IP1
top300_sample_centered,GO_Biological_Process_2023,Negative Regulation Of Alcohol Biosynthetic Process (GO:1902931),0.16590957450841412,0.5191930856756806,1,ERLIN2
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Cell Communication By Electrical Coupling (GO:0010649),0.16590957450841412,0.5191930856756806,1,CALM2
top300_sample_centered,GO_Biological_Process_2023,Neurogenesis (GO:0022008),0.1672180071576185,0.5191930856756806,2,ERBB2;RITA1
top300_sample_centered,GO_Biological_Process_2023,Pyruvate Metabolic Process (GO:0006090),0.17255875666095588,0.5191930856756806,2,SRR;DLAT
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Protein Kinase Activity (GO:0045860),0.17393132032510114,0.5191930856756806,4,DLG3;JTB;CIB1;CALM2
top300_sample_centered,GO_Biological_Process_2023,RNA Modification (GO:0009451),0.17792709644230686,0.5191930856756806,2,AARS1;FTSJ3
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024),0.17792709644230686,0.5191930856756806,2,DMTN;CIB1
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of DNA Recombination (GO:0045911),0.17792709644230686,0.5191930856756806,2,MORF4L2;TP53BP1
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Cell Periphery (GO:1904377),0.17792709644230686,0.5191930856756806,2,KIF5B;CIB1
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078),0.17792709644230686,0.5191930856756806,2,KIF5B;CIB1
top300_sample_centered,GO_Biological_Process_2023,Metaphase Plate Congression (GO:0051310),0.17792709644230686,0.5191930856756806,2,BECN1;TRAPPC12
top300_sample_centered,GO_Biological_Process_2023,ATP Transport (GO:0015867),0.17842842428567599,0.5191930856756806,1,SLC25A4
top300_sample_centered,GO_Biological_Process_2023,ERBB2 Signaling Pathway (GO:0038128),0.17842842428567599,0.5191930856756806,1,ERBB2
top300_sample_centered,GO_Biological_Process_2023,N-terminal Protein Amino Acid Modification (GO:0031365),0.17842842428567599,0.5191930856756806,1,NAA35
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Lamellipodium Organization (GO:1902743),0.17842842428567599,0.5191930856756806,1,DMTN
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Oxidoreductase Activity (GO:0051341),0.17842842428567599,0.5191930856756806,1,FDX1
top300_sample_centered,GO_Biological_Process_2023,Cardiocyte Differentiation (GO:0035051),0.17842842428567599,0.5191930856756806,1,CBY1
top300_sample_centered,GO_Biological_Process_2023,Peptidyl-Methionine Modification (GO:0018206),0.17842842428567599,0.5191930856756806,1,NAA35
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Transcription Of Nucleolar Large rRNA By RNA Polymerase I (GO:1901836),0.17842842428567599,0.5191930856756806,1,MARS1
top300_sample_centered,GO_Biological_Process_2023,Chondroitin Sulfate Biosynthetic Process (GO:0030206),0.17842842428567599,0.5191930856756806,1,UGDH
top300_sample_centered,GO_Biological_Process_2023,Response To Nerve Growth Factor (GO:1990089),0.17842842428567599,0.5191930856756806,1,CIB1
top300_sample_centered,GO_Biological_Process_2023,Signal Peptide Processing (GO:0006465),0.17842842428567599,0.5191930856756806,1,SPCS1
top300_sample_centered,GO_Biological_Process_2023,Endolysosomal Toll-Like Receptor Signaling Pathway (GO:0140894),0.17842842428567599,0.5191930856756806,1,UNC93B1
top300_sample_centered,GO_Biological_Process_2023,Endoplasmic Reticulum Mannose Trimming (GO:1904380),0.17842842428567599,0.5191930856756806,1,EDEM2
top300_sample_centered,GO_Biological_Process_2023,Sphingoid Biosynthetic Process (GO:0046520),0.17842842428567599,0.5191930856756806,1,SPTLC2
top300_sample_centered,GO_Biological_Process_2023,Sphingosine Biosynthetic Process (GO:0046512),0.17842842428567599,0.5191930856756806,1,SPTLC2
top300_sample_centered,GO_Biological_Process_2023,Eye Photoreceptor Cell Development (GO:0042462),0.17842842428567599,0.5191930856756806,1,RPGRIP1L
top300_sample_centered,GO_Biological_Process_2023,Synaptic Vesicle Localization (GO:0097479),0.17842842428567599,0.5191930856756806,1,KIF5B
top300_sample_centered,GO_Biological_Process_2023,Glomerular Filtration (GO:0003094),0.17842842428567599,0.5191930856756806,1,XPNPEP3
top300_sample_centered,GO_Biological_Process_2023,Intraciliary Retrograde Transport (GO:0035721),0.17842842428567599,0.5191930856756806,1,DYNC2LI1
top300_sample_centered,GO_Biological_Process_2023,Membrane Depolarization (GO:0051899),0.17842842428567599,0.5191930856756806,1,ATP5IF1
top300_sample_centered,GO_Biological_Process_2023,Membrane Protein Intracellular Domain Proteolysis (GO:0031293),0.17842842428567599,0.5191930856756806,1,SPPL2A
top300_sample_centered,GO_Biological_Process_2023,Mitochondrial DNA Metabolic Process (GO:0032042),0.17842842428567599,0.5191930856756806,1,ENDOG
top300_sample_centered,GO_Biological_Process_2023,Purine Ribonucleoside Bisphosphate Metabolic Process (GO:0034035),0.17842842428567599,0.5191930856756806,1,BPNT1
top300_sample_centered,GO_Biological_Process_2023,ncRNA Transcription (GO:0098781),0.17842842428567599,0.5191930856756806,1,MARS1
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Defense Response (GO:0031347),0.1785783603880871,0.5191930856756806,3,TKFC;ELMOD2;ZMPSTE24
top300_sample_centered,GO_Biological_Process_2023,Protein Glycosylation (GO:0006486),0.17984646793147355,0.5217814542297583,4,DPAGT1;DPM3;MLEC;B3GALT6
top300_sample_centered,GO_Biological_Process_2023,RNA Splicing (GO:0008380),0.18232084904423673,0.5278513470232514,3,SF3B2;PRPF18;SNRNP35
top300_sample_centered,GO_Biological_Process_2023,Negative Regulation Of Fatty Acid Biosynthetic Process (GO:0045717),0.19075999588431108,0.5289755465192075,1,ERLIN2
top300_sample_centered,GO_Biological_Process_2023,L-glutamate Transmembrane Transport (GO:0015813),0.19075999588431108,0.5289755465192075,1,SLC25A13
top300_sample_centered,GO_Biological_Process_2023,Bone Morphogenesis (GO:0060349),0.19075999588431108,0.5289755465192075,1,LRP5
top300_sample_centered,GO_Biological_Process_2023,Cellular Response To ATP (GO:0071318),0.19075999588431108,0.5289755465192075,1,HSP90B1
top300_sample_centered,GO_Biological_Process_2023,Resolution Of Meiotic Recombination Intermediates (GO:0000712),0.19075999588431108,0.5289755465192075,1,CENPS
top300_sample_centered,GO_Biological_Process_2023,Electron Transport Chain (GO:0022900),0.19075999588431108,0.5289755465192075,1,NDUFA5
top300_sample_centered,GO_Biological_Process_2023,Serine Family Amino Acid Metabolic Process (GO:0009069),0.19075999588431108,0.5289755465192075,1,SRR
top300_sample_centered,GO_Biological_Process_2023,Establishment Of Chromosome Localization (GO:0051303),0.19075999588431108,0.5289755465192075,1,TRAPPC12
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Histone Acetylation (GO:0035066),0.19075999588431108,0.5289755465192075,1,GLYR1
top300_sample_centered,GO_Biological_Process_2023,tRNA 5'-End Processing (GO:0099116),0.19075999588431108,0.5289755465192075,1,POP4
top300_sample_centered,GO_Biological_Process_2023,Telomere Capping (GO:0016233),0.19075999588431108,0.5289755465192075,1,NBN
top300_sample_centered,GO_Biological_Process_2023,Icosanoid Transport (GO:0071715),0.19075999588431108,0.5289755465192075,1,ABCC6
top300_sample_centered,GO_Biological_Process_2023,Inner Dynein Arm Assembly (GO:0036159),0.19075999588431108,0.5289755465192075,1,DNAAF5
top300_sample_centered,GO_Biological_Process_2023,"Maturation Of LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)",0.19075999588431108,0.5289755465192075,1,FTSJ3
top300_sample_centered,GO_Biological_Process_2023,Mitotic Recombination (GO:0006312),0.19075999588431108,0.5289755465192075,1,MSH3
top300_sample_centered,GO_Biological_Process_2023,Regulation Of MHC Class II Biosynthetic Process (GO:0045346),0.19075999588431108,0.5289755465192075,1,RFXANK
top300_sample_centered,GO_Biological_Process_2023,Negative Regulation Of Defense Response To Virus (GO:0050687),0.19075999588431108,0.5289755465192075,1,TRAF3IP1
top300_sample_centered,GO_Biological_Process_2023,Apical Junction Assembly (GO:0043297),0.19417772653694718,0.5289755465192075,2,MARVELD2;CTNNA1
top300_sample_centered,GO_Biological_Process_2023,Negative Regulation Of TOR Signaling (GO:0032007),0.19417772653694718,0.5289755465192075,2,ENDOG;PRKAA2
top300_sample_centered,GO_Biological_Process_2023,Activation Of GTPase Activity (GO:0090630),0.19749355984124936,0.5289755465192075,3,CCDC125;AGAP1;EVI5
top300_sample_centered,GO_Biological_Process_2023,Ceramide Metabolic Process (GO:0006672),0.19963676191554863,0.5289755465192075,2,SPTLC2;PLPP2
top300_sample_centered,GO_Biological_Process_2023,3'-Phosphoadenosine 5'-Phosphosulfate Metabolic Process (GO:0050427),0.20290708162909607,0.5289755465192075,1,BPNT1
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Cholesterol Biosynthetic Process (GO:0045540),0.20290708162909607,0.5289755465192075,1,ERLIN2
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Clathrin-Dependent Endocytosis (GO:2000369),0.20290708162909607,0.5289755465192075,1,PIK3CB
top300_sample_centered,GO_Biological_Process_2023,Negative Regulation Of Focal Adhesion Assembly (GO:0051895),0.20290708162909607,0.5289755465192075,1,DMTN
top300_sample_centered,GO_Biological_Process_2023,DNA Double-Strand Break Processing (GO:0000729),0.20290708162909607,0.5289755465192075,1,NBN
top300_sample_centered,GO_Biological_Process_2023,L-glutamate Import (GO:0051938),0.20290708162909607,0.5289755465192075,1,SLC25A13
top300_sample_centered,GO_Biological_Process_2023,N-terminal Protein Amino Acid Acetylation (GO:0006474),0.20290708162909607,0.5289755465192075,1,NAA35
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Isotype Switching (GO:0045191),0.20290708162909607,0.5289755465192075,1,TP53BP1
top300_sample_centered,GO_Biological_Process_2023,Negative Regulation Of Telomere Maintenance (GO:0032205),0.20290708162909607,0.5289755465192075,1,NBN
top300_sample_centered,GO_Biological_Process_2023,Nitric Oxide Biosynthetic Process (GO:0006809),0.20290708162909607,0.5289755465192075,1,MTARC2
top300_sample_centered,GO_Biological_Process_2023,Nucleotide-Sugar Biosynthetic Process (GO:0009226),0.20290708162909607,0.5289755465192075,1,UGDH
top300_sample_centered,GO_Biological_Process_2023,Peptidyl-Lysine Trimethylation (GO:0018023),0.20290708162909607,0.5289755465192075,1,SETD3
top300_sample_centered,GO_Biological_Process_2023,Pigment Granule Transport (GO:0051904),0.20290708162909607,0.5289755465192075,1,RAB11B
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Systemic Arterial Blood Pressure (GO:0003073),0.20290708162909607,0.5289755465192075,1,DDAH1
top300_sample_centered,GO_Biological_Process_2023,"Positive Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043517)",0.20290708162909607,0.5289755465192075,1,ZNHIT1
top300_sample_centered,GO_Biological_Process_2023,Renal Filtration (GO:0097205),0.20290708162909607,0.5289755465192075,1,XPNPEP3
top300_sample_centered,GO_Biological_Process_2023,Retrograde Axonal Transport (GO:0008090),0.20290708162909607,0.5289755465192075,1,KIF5B
top300_sample_centered,GO_Biological_Process_2023,Dolichol-Linked Oligosaccharide Biosynthetic Process (GO:0006488),0.20290708162909607,0.5289755465192075,1,DPAGT1
top300_sample_centered,GO_Biological_Process_2023,Endoplasmic Reticulum To Cytosol Transport (GO:1903513),0.20290708162909607,0.5289755465192075,1,HSP90B1
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Glucose Metabolic Process (GO:0010907),0.20290708162909607,0.5289755465192075,1,DDB1
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Immunoglobulin Mediated Immune Response (GO:0002891),0.20290708162909607,0.5289755465192075,1,TP53BP1
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Isotype Switching (GO:0045830),0.20290708162909607,0.5289755465192075,1,TP53BP1
top300_sample_centered,GO_Biological_Process_2023,Glutamine Family Amino Acid Catabolic Process (GO:0009065),0.20290708162909607,0.5289755465192075,1,DDAH1
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Potassium Ion Transport (GO:0043268),0.20290708162909607,0.5289755465192075,1,KIF5B
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Transmembrane Transport (GO:0034764),0.20290708162909607,0.5289755465192075,1,AZIN1
top300_sample_centered,GO_Biological_Process_2023,Melanosome Transport (GO:0032402),0.20290708162909607,0.5289755465192075,1,RAB11B
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Rac Protein Signal Transduction (GO:0035020),0.20290708162909607,0.5289755465192075,1,PIK3CB
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Amyloid Fibril Formation (GO:1905906),0.20290708162909607,0.5289755465192075,1,PFDN6
top300_sample_centered,GO_Biological_Process_2023,Negative Regulation Of Cell-Substrate Junction Organization (GO:0150118),0.20290708162909607,0.5289755465192075,1,DMTN
top300_sample_centered,GO_Biological_Process_2023,Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),0.20442615481541906,0.5289755465192075,7,DDB1;DNAJC10;CUL1;ERLIN2;FAM8A1;HSP90B1;ANAPC2
top300_sample_centered,GO_Biological_Process_2023,RNA Polymerase II Preinitiation Complex Assembly (GO:0051123),0.20511381626050593,0.5289755465192075,2,TAF6;MED29
top300_sample_centered,GO_Biological_Process_2023,Peptide Metabolic Process (GO:0006518),0.20511381626050593,0.5289755465192075,2,MIPEP;SPCS1
top300_sample_centered,GO_Biological_Process_2023,"Positive Regulation Of DNA-templated Transcription, Elongation (GO:0032786)",0.20511381626050593,0.5289755465192075,2,ZMYND8;MED29
top300_sample_centered,GO_Biological_Process_2023,post-Golgi Vesicle-Mediated Transport (GO:0006892),0.20511381626050593,0.5289755465192075,2,SCFD1;EXOC4
top300_sample_centered,GO_Biological_Process_2023,Mitotic DNA Damage Checkpoint Signaling (GO:0044773),0.20511381626050593,0.5289755465192075,2,BABAM2;NBN
top300_sample_centered,GO_Biological_Process_2023,Cellular Response To Organonitrogen Compound (GO:0071417),0.2090671269347415,0.5289755465192075,3,DMTN;CTNNA1;HSP90B1
top300_sample_centered,GO_Biological_Process_2023,Signal Transduction In Response To DNA Damage (GO:0042770),0.21060712827984118,0.5289755465192075,2,NBN;TP53BP1
top300_sample_centered,GO_Biological_Process_2023,Myeloid Cell Differentiation (GO:0030099),0.21060712827984118,0.5289755465192075,2,ATP5IF1;UBA5
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Cell Growth (GO:0030307),0.2129584022394735,0.5289755465192075,3,N6AMT1;ERBB2;CIB1
top300_sample_centered,GO_Biological_Process_2023,Negative Regulation Of Viral-Induced Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039532),0.21487243237698472,0.5289755465192075,1,TKFC
top300_sample_centered,GO_Biological_Process_2023,Apoptotic Nuclear Changes (GO:0030262),0.21487243237698472,0.5289755465192075,1,ENDOG
top300_sample_centered,GO_Biological_Process_2023,Neuron Projection Organization (GO:0106027),0.21487243237698472,0.5289755465192075,1,KIFBP
top300_sample_centered,GO_Biological_Process_2023,Nitric Oxide Metabolic Process (GO:0046209),0.21487243237698472,0.5289755465192075,1,MTARC2
top300_sample_centered,GO_Biological_Process_2023,Nuclear Chromosome Segregation (GO:0098813),0.21487243237698472,0.5289755465192075,1,TRAPPC12
top300_sample_centered,GO_Biological_Process_2023,Nuclear Migration (GO:0007097),0.21487243237698472,0.5289755465192075,1,CLMN
top300_sample_centered,GO_Biological_Process_2023,Regulation Of Plasminogen Activation (GO:0010755),0.21487243237698472,0.5289755465192075,1,PLGRKT
top300_sample_centered,GO_Biological_Process_2023,Chondroitin Sulfate Metabolic Process (GO:0030204),0.21487243237698472,0.5289755465192075,1,UGDH
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Autophagosome Assembly (GO:2000786),0.21487243237698472,0.5289755465192075,1,SNX4
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090050),0.21487243237698472,0.5289755465192075,1,CIB1
top300_sample_centered,GO_Biological_Process_2023,Reticulophagy (GO:0061709),0.21487243237698472,0.5289755465192075,1,UBA5
top300_sample_centered,GO_Biological_Process_2023,Endoplasmic Reticulum Tubular Network Organization (GO:0071786),0.21487243237698472,0.5289755465192075,1,RTN3
top300_sample_centered,GO_Biological_Process_2023,Positive Regulation Of Homotypic Cell-Cell Adhesion (GO:0034112),0.21487243237698472,0.5289755465192075,1,DMTN
top300_sample_centered,GO_Biological_Process_2023,Establishment Of Melanosome Localization (GO:0032401),0.21487243237698472,0.5289755465192075,1,RAB11B
top300_sample_centered,GO_Biological_Process_2023,Establishment Of Protein Localization To Endoplasmic Reticulum (GO:0072599),0.21487243237698472,0.5289755465192075,1,SPCS1
top300_sample_centered,GO_Biological_Process_2023,Glycoprotein Catabolic Process (GO:0006516),0.21487243237698472,0.5289755465192075,1,EDEM2
top300_sample_centered,GO_Biological_Process_2023,Heart Process (GO:0003015),0.21487243237698472,0.5289755465192075,1,ZNHIT1
top300_sample_centered,GO_Biological_Process_2023,Protein O-linked Mannosylation (GO:0035269),0.21487243237698472,0.5289755465192075,1,DPM3
top300_sample_centered,GO_Biological_Process_2023,"Protein Alpha-1,2-Demannosylation (GO:0036508)",0.21487243237698472,0.5289755465192075,1,EDEM2
top300_sample_centered,GO_Biological_Process_2023,Maturation Of 5.8S rRNA (GO:0000460),0.21487243237698472,0.5289755465192075,1,FTSJ3
top300_sample_centered,GO_Biological_Process_2023,Mitophagy (GO:0000423),0.21487243237698472,0.5289755465192075,1,BECN1
top300_sample_centered,GO_Biological_Process_2023,Negative Regulation Of Amyloid-Beta Formation (GO:1902430),0.21487243237698472,0.5289755465192075,1,RTN3
