gene,rho_pb,p_pb,pct_rank_pb,rho_pb_sample_centered,p_pb_sample_centered,detect_frac_epi,bulk_rho_TCGA,on_19p13_3
SAP130,0.37045125965117354,0.00420360601133455,0.655021216407355,0.3649758528407518,0.004848215725924329,0.11678043510287826,-0.109273336221745,False
BAIAP2L2,0.370437985133809,0.004205072540446638,0.654950495049505,0.21781934788845567,0.10047825220981857,0.09178411825369373,0.0280585977666359,False
ZNF678,0.37042619626941703,0.004206375317513093,0.6548797736916548,0.36669845273616536,0.004636625457469502,0.11987428178558676,-0.2121152735983038,False
FARP2,0.3703897382263373,0.004210406517882492,0.6548090523338048,0.48574240979421085,0.00011100938776361464,0.20925207484163386,-0.0171507904370749,False
PPP1R11,0.37032821680150113,0.00421721672984672,0.6547383309759547,0.37445015226552647,0.0037818385200636853,0.3418946127780583,-0.1792327135053708,False
QSOX2,0.37028947681367513,0.0042215100996287735,0.6546676096181047,0.3149589344489218,0.01603681070064609,0.07361390757746922,0.2045606997354387,False
ST3GAL6,0.3701664263935327,0.00423517278565821,0.6545968882602546,0.4130240856378234,0.0012721109087155437,0.082306143495555,-0.0846861449502576,False
PHYKPL,0.3700821311021563,0.004244554866472896,0.6545261669024045,0.3577163247100803,0.005836150505887482,0.2750085940185697,-0.0294426742757032,False
SDCCAG8,0.3699590882524839,0.004258282472579239,0.6544554455445545,0.379556430526931,0.003297905013015161,0.4361832735843859,-0.114377561055081,False
H3-2,0.3699209567294552,0.0042625446605316615,0.6543493635077794,0.41989171408749526,0.001033383176514089,0.02239355694151175,,
ENPP3,0.3699209567294552,0.0042625446605316615,0.6543493635077794,0.23042254521291597,0.08183346060790972,0.045965722143103634,0.0900328546991191,False
TLK1,0.3698360454028115,0.004272049229502175,0.6542432814710042,0.29797902119413083,0.023097522442783992,0.4813632568874179,-0.1334306893347956,False
BEX5,0.36982197451580984,0.004273626061845977,0.6541725601131542,0.2824843116877336,0.031676256967758096,0.07214064725236993,-0.0163418777587971,False
BORCS5,0.36981097255862244,0.004274859336908631,0.6541018387553041,0.3089913562398105,0.018272306624826696,0.18985414722782112,0.175704286458032,False
ACACB,0.3697357499230341,0.004283299905529733,0.654031117397454,0.3737118951674921,0.0038567640884796077,0.06919412660217136,0.0648804162146144,False
RBM12B,0.36971300255313916,0.004285855231677496,0.6538896746817539,0.3745731951151989,0.003769476820339229,0.24470853999903333,-0.1784167175286843,False
LYN,0.36971300255313916,0.004285855231677496,0.6538896746817539,0.22347657571749363,0.09173839188416655,0.294160978244855,-0.1709820875188741,False
GALE,0.36971300255313916,0.004285855231677496,0.6538896746817539,0.3259097480697653,0.012539050252886423,0.35397534744386905,-0.0720161310315761,False
TFCP2L1,0.36965148112830293,0.004292772979294158,0.6537128712871287,0.253560552462395,0.054789984636512454,0.3476894367234472,-0.0040035983155917,False
RBM6,0.36965148112830293,0.004292772979294158,0.6537128712871287,0.27804607954720234,0.034574488354519865,0.4506703334478581,0.1339879088096163,False
COL9A3,0.3696008269623205,0.004298476153978503,0.6536067892503536,0.466124244483514,0.0002263213755146077,0.03427785689731432,0.037289552252902,False
ALOX5,0.3694896490827492,0.00431101715676088,0.6535360678925035,0.24199452459318957,0.06722559927748209,0.11879389088051395,-0.1564060760533749,False
TMEM182,0.36946691685379435,0.0043135853504095946,0.6534299858557284,0.25835922359961855,0.05021144205111769,0.0524480675735414,-0.0423485620313954,False
DTD1,0.36946691685379435,0.0043135853504095946,0.6534299858557284,0.3648528099910794,0.004863649421668946,0.2410744978637874,0.2993720655960654,False
ZNF471,0.36940069351648125,0.004321074683291191,0.6533239038189533,0.36106069530299123,0.005361002838754548,0.05028728576339548,-0.0705352494442561,False
FMOD,0.3693904296540248,0.004322236470370866,0.6532531824611032,0.15067987512642333,0.2588878548788884,0.10278446201443506,0.0061268170136105,False
UBL7,0.36931879358998676,0.004330352773381107,0.6531824611032532,0.31317481312867207,0.016679225488909107,0.2141629425919662,0.2895026698132252,False
AP5M1,0.3692823525792857,0.004334486663206116,0.6531117397454032,0.3225875911286105,0.013523064437594049,0.29686195550753625,-0.241036381001177,False
BIRC3,0.36915930972961336,0.004348470442388456,0.653041018387553,0.32824756221354084,0.011884138537766546,0.3509306094386647,-0.1310322844935973,False
ZYG11B,0.36909778830477713,0.0043554772389361104,0.652970297029703,0.43701744132394105,0.0006035992120430574,0.27756224524874107,-0.1638496782411698,False
KRT23,0.3690930390703111,0.004356018552335398,0.6528995756718529,0.41499277123258177,0.001199066454823696,0.25629818788981407,-0.1016919638799003,False
ULBP3,0.3690589726122506,0.004359903155328864,0.6528288543140028,0.38410901596480973,0.002913578592155119,0.08589107695329659,-0.1905924352734094,False
PRR12,0.36903626687994096,0.0043624939893743804,0.6526520509193776,0.31471284874957706,0.016124141663571793,0.23513234788588527,-0.0791220959952212,False
ZC3H4,0.36903626687994096,0.0043624939893743804,0.6526520509193776,0.36799040265772553,0.004483313318154108,0.24328438835143695,-0.1663055758544525,False
DENND6B,0.36903626687994096,0.0043624939893743804,0.6526520509193776,0.3491648466578486,0.00722273688467073,0.07317192947993943,-0.0019467265126678,False
CHMP5,0.36903626687994096,0.0043624939893743804,0.6526520509193776,0.4330800701344243,0.0006847337438151603,0.6078181014584041,-0.0936995241204019,False
RABGGTA,0.3689747454551047,0.004369520705656877,0.6524752475247525,0.36657540988649295,0.004651464670289038,0.1774296518194803,0.103065061276434,False
MRPS24,0.3689580886944314,0.00437142488617231,0.6524045261669024,0.27681990867202155,0.035412964243726246,0.05225163286352814,0.3918950538507761,False
C2orf73,0.3689487972531272,0.004372487390262242,0.6523338048090523,0.35436169363963615,0.00634946041510948,0.013750429700928123,,
ZNF740,0.3689188981779703,0.004375907984389862,0.6522630834512022,0.3412285828539789,0.00875856428492354,0.12974512596375332,-0.0148251074595395,False
PNPLA2,0.3688517026054323,0.00438360408362423,0.6521570014144271,0.2167707404103479,0.10216692850363299,0.32932279133721465,0.0951369614774816,False
SGSM3,0.3688517026054323,0.00438360408362423,0.6521570014144271,0.26820265157341044,0.04179392869732984,0.19206403771547068,0.165597836288446,False
C1orf189,0.3688238049682124,0.004386802783318101,0.652050919377652,0.33838308399495065,0.009374550960744563,0.013848647055934752,,
EHD1,0.36879018118059614,0.0043906607692717255,0.651980198019802,0.285059521978529,0.030089567423813548,0.23744045572854147,-0.0008275653640874,False
APBA2,0.368748074263396,0.004395496326196762,0.6519094766619519,0.21889613845005113,0.0987667964755129,0.0428718754603947,0.0536293050221766,False
TMEM62,0.36866713833092374,0.004404804193884178,0.6518033946251768,0.2657417945799625,0.04378077366851141,0.09787359426410411,0.079750620674023,False
PGK1,0.36866713833092374,0.004404804193884178,0.6518033946251768,0.37641883786028485,0.003588290648298345,0.735549771644476,0.1591166182444516,False
GLMP,0.36860561690608756,0.004411890956878437,0.6516973125884017,0.24328647451474977,0.06573339030284449,0.17409026174925432,-0.032763796789613,False
TMEM86A,0.36851006793291247,0.004422917343353371,0.6516265912305517,0.19705438153449575,0.13817194846897693,0.023179295781564812,0.0120484544833147,False
HNRNPD,0.36848257405641516,0.004426094644399535,0.6515558698727015,0.39179919406933467,0.0023539682151439197,0.6854589205911145,0.1506925695019142,False
ARHGEF33,0.36847088578852377,0.004427445996248899,0.6514851485148515,0.2936660689472245,0.025260718713583825,0.03746992093502989,-0.0028212777562,False
CFAP57,0.3684171080421655,0.0044336682567028985,0.6514144271570014,0.32573538356031184,0.012589118608153482,0.024259686686637773,-0.08340454015817,False
LCN12,0.3684040975702656,0.004435174768257836,0.6513437057991514,0.19201427350047184,0.14874487679227166,0.1278298875411237,0.0304513359691074,False
DVL1,0.36835953120674275,0.004440338627636086,0.6512376237623763,0.3591313174813129,0.005630788750313739,0.2399941069587143,0.0811918357902541,False
LAMTOR1,0.36835953120674275,0.004440338627636086,0.6512376237623763,0.29305730720723494,0.02557936429711797,0.6241221823894982,0.1152152791468875,False
PSAP,0.3682980097819065,0.004447475760316421,0.6510961810466761,0.32474084099787753,0.012878003461459866,0.7708589107693455,0.0698850026503341,False
KAT7,0.3682980097819065,0.004447475760316421,0.6510961810466761,0.42994247746777814,0.0007563101221446186,0.26120905564014363,-0.1212261661765417,False
KANK2,0.36814986853947707,0.0044647032098342485,0.650990099009901,0.38417053738964596,0.0029086695291683684,0.14889751019004943,-0.0427493586663565,False
KPNA5,0.36811344550739794,0.004468947867683323,0.6509193776520509,0.33126211203051464,0.011083358412230739,0.13681677552423188,0.0163385722195397,False
KCNMB4,0.36808373446459225,0.004472412959113817,0.6508486562942009,0.3167287256344847,0.015420580920088897,0.02018366645386251,-0.0927993549476249,False
PHF3,0.36792888123288936,0.004490511293452407,0.6507425742574258,0.2541142452859208,0.05424500294489267,0.5782055689239168,-0.0999469933169079,False
FASTKD2,0.36792888123288936,0.004490511293452407,0.6507425742574258,0.28456735057983945,0.030387567863125776,0.2705888130432731,0.0916803118540179,False
ZNF764,0.3678899936208973,0.004495066376020173,0.6506364922206507,0.4041650004614107,0.001652717934093722,0.0828463389480914,0.1221825295166947,False
SNX6,0.36780583838321695,0.004504937804945003,0.6505657708628005,0.3728505952197853,0.003945832744784453,0.6961155036093296,-0.2347270509985679,False
TAF9,0.3677443169583808,0.004512166365480989,0.6504596888260255,0.39087637269679165,0.0024156365423877607,0.384864705593442,0.2449997225708123,False
PSMB7,0.3677443169583808,0.004512166365480989,0.6504596888260255,0.4887569596111846,9.911560898666036e-05,0.6285419633647948,0.3047558446065995,False
AL135905.2,0.36769201802673834,0.004518319349917828,0.6503536067892504,0.18835363611717224,0.1567926855541529,0.03845209448509622,,
C10orf88,0.36768279553354455,0.00451940514545654,0.6502828854314003,0.3849703159125165,0.0028455166530837695,0.07685508029268764,,
KBTBD6,0.3676212741087084,0.004526654157070501,0.6502121640735502,0.2721400227629272,0.03876980655101613,0.090556401316111,0.0185986166318207,False
MBP,0.36737518840936356,0.0045557527642799646,0.6501414427157002,0.36805192408256177,0.004476125513612022,0.5204046555025379,-0.1333688285286927,False
ANKS3,0.36735007771544415,0.004558731245498389,0.65007072135785,0.33224645482789383,0.01083218409548229,0.17703678239945372,0.1795547674730214,False
KLHL12,0.3672577941588249,0.004569692116522268,0.65,0.3561782890891753,0.0060667917285244476,0.12390119334085814,-0.1527462538205541,False
ADAM9,0.36725214555969116,0.004570363775709943,0.6499292786421499,0.2111722907502538,0.11155711478514732,0.42793301576383225,-0.2345367463813199,False
LEMD3,0.367190624134855,0.004577684751303163,0.6497524752475248,0.36048478882770923,0.005440317560334584,0.23950302018368105,-0.257441300115812,False
FLAD1,0.367190624134855,0.004577684751303163,0.6497524752475248,0.3515026608016242,0.006817702331120881,0.2602268820900777,0.1130989076373304,False
PPM1L,0.367190624134855,0.004577684751303163,0.6497524752475248,0.317173705743025,0.015268870618548699,0.13480331974659562,-0.1210462503969598,False
PSMC1,0.367190624134855,0.004577684751303163,0.6497524752475248,0.4018887077424713,0.0017656817662574703,0.5641604871579743,0.162194075293101,False
RAB11FIP2,0.3670675812851826,0.0045923577036897445,0.6495403111739746,0.3405518471807807,0.008901781052737829,0.16382654815105974,-0.1913163483707822,False
SLC9A3R1,0.3670675812851826,0.0045923577036897445,0.6495403111739746,0.34608877541603866,0.007787584852405151,0.599322300250334,,
C16orf54,0.366822408957642,0.004621718268969992,0.6494342291371994,0.3609320929782641,0.005378625519018198,0.05190787212100492,,
KXD1,0.36682149558583776,0.004621827958057365,0.6493635077793494,0.3640530314682088,0.004965026494900501,0.355792368511491,0.4785979319129746,False
CHCHD6,0.36678253983961523,0.004626508385413067,0.6492927864214993,0.43295702728475194,0.0006874210048090057,0.18130923734224286,0.3326163461277378,False
SMAP2,0.3667599741610016,0.004629221499778404,0.6492220650636492,0.3879848657294903,0.002618283659517076,0.2950449344399143,0.0857152301540735,False
FAM216B,0.366758526600879,0.004629395590503083,0.6491513437057992,0.31056017951568,0.01766033039044931,0.015469233413544137,,
ALOX15,0.3667558375392149,0.004629719005637086,0.649080622347949,0.33778198064431314,0.00950938168285724,0.013455777635908234,-0.0825754400794274,False
SH3YL1,0.36669845273616536,0.004636625457469502,0.648974540311174,0.28259866498508107,0.03160434752706624,0.6574178657367327,-0.0868236483000675,False
YPEL2,0.36669845273616536,0.004636625457469502,0.648974540311174,0.3039465994032422,0.02036406211653806,0.224917742965194,-0.1241879293511816,False
CDHR2,0.3666668196353065,0.004640436484971591,0.6488684582743989,0.2764788097619428,0.035649191311620504,0.019790797033835978,0.0207642170653186,False
SRP19,0.3666369313113292,0.004644039843509614,0.6487623762376238,0.395613522409179,0.002113685211917773,0.534204193880964,0.1220908008023016,False
CBX3,0.3666369313113292,0.004644039843509614,0.6487623762376238,0.3581469746839337,0.005772964799168763,0.6963119383193428,0.0636805054641744,False
CRELD2,0.36645236703682055,0.004666345695683385,0.6486562942008487,0.5027223230490018,5.781497507331647e-05,0.37077051514999615,0.1132144834563663,False
TRMT9B,0.36644206171803373,0.00466759394039286,0.6485855728429986,0.3862989680079172,0.002743290923005876,0.058881304326475856,-0.0364806395746242,False
RER1,0.3663293241871482,0.004681268633001088,0.6485148514851485,0.38712356578178353,0.002681500423753793,0.6867848548837034,0.0896228497762268,False
FITM2,0.3662426750360139,0.0046918028576794155,0.6484441301272984,0.3022855209326648,0.02109583127562639,0.07130579973481367,0.032320382309226,False
AK4,0.3662062813374758,0.004696233581771939,0.6483380480905233,0.27663108677596976,0.035543571224577325,0.2662672494229831,0.1402377391055919,False
SPINT1,0.3662062813374758,0.004696233581771939,0.6483380480905233,0.23535021071088005,0.07533335334811866,0.6503953248537614,-0.0011855080436755,False
REXO5,0.36619031332251234,0.004698178758708308,0.6482319660537482,0.3233249260062697,0.013299118653751798,0.03751902961253321,0.0501617943411528,False
PGAP3,0.366167287738903,0.00470098491718149,0.6481612446958982,0.3316312405795318,0.010988584409764178,0.09517261700142209,0.0543008017113249,False
FEM1A,0.36614475991263956,0.0047037318416049585,0.6480905233380481,0.3809714232981636,0.003173903188414418,0.17325541423169782,0.307338415206425,True
SIMC1,0.36613435992802784,0.004705000437719328,0.648019801980198,0.40933909597717427,0.0014196544557408168,0.0709129303147872,0.0330202121920093,False
ARHGAP29,0.36608886910831523,0.004710552975864372,0.6479490806223479,0.3563013319388477,0.006048050926350135,0.13274075529145604,-0.1100888599785376,False
TPRG1L,0.3660832384878034,0.004711240641707175,0.6478783592644979,0.3952443938601618,0.002135941939983425,0.2943083042773649,-0.0821225812011621,False
ECD,0.3658986742132948,0.00473383040860859,0.6478076379066479,0.4232981635854686,0.0009306399378953334,0.19658203604577643,-0.1020427052061063,False
TMCO4,0.3658371527884586,0.004741381494824061,0.6477369165487977,0.30043987818757883,0.021934927362705574,0.2535972106271328,-0.137696723856431,False
MIF4GD,0.3657756313636224,0.004748943183883819,0.6476661951909477,0.3476883324617798,0.007489236037717442,0.18759514806266825,-0.002158753245036,False
SURF4,0.36571410993878617,0.004756515488337034,0.6475954738330976,0.30474637792611275,0.020019483079430113,0.48833668909288586,0.0902433467168322,False
MESP1,0.36565821251075903,0.004763404783332937,0.6475247524752475,0.255713802331662,0.052695287871031594,0.2154397682070526,0.2525495742347381,False
TRABD,0.36565258851395,0.004764098420744259,0.6474186704384725,0.39985850072287676,0.0018722060513363522,0.4004321563619867,0.3300068589939591,False
DLST,0.36565258851395,0.004764098420744259,0.6474186704384725,0.24408625303762035,0.06482303210467445,0.2937190001473253,-0.0062680107618913,False
TMEM102,0.3656274513252193,0.0047671998108667485,0.6473125884016974,0.44556891937617277,0.00045655663575520136,0.1107891764474745,0.1969622094224397,False
ERP44,0.36559106708911376,0.004771691993677423,0.6472418670438472,0.43074225599064875,0.0007374506582509964,0.5185385257574127,-0.0082396468739633,False
H2BC18,0.36547364539752064,0.004786214902483847,0.6471711456859972,0.36848257405641516,0.004426094644399535,0.09581102980896511,-0.1661342780879344,False
DCAF10,0.3654065028146052,0.0047945366815231386,0.6470650636492221,0.4516595404349565,0.00037254681777291635,0.2994647154152109,0.0533445564261454,False
EIF2B3,0.3654065028146052,0.0047945366815231386,0.6470650636492221,0.4167768925528315,0.001136149160002094,0.23935569415117108,0.2540781500313436,False
ZNF180,0.365344981389769,0.0048021729425076895,0.6468175388967469,0.37568058076225047,0.0036598190915181723,0.09384668270883273,-0.1750889839362597,False
ACBD3,0.365344981389769,0.0048021729425076895,0.6468175388967469,0.3642991171675536,0.0049336373730861464,0.6115994696261579,-0.2490900912919109,False
RRAS2,0.365344981389769,0.0048021729425076895,0.6468175388967469,0.2686948229721,0.04140560848315161,0.24053430241125084,-0.074399897056063,False
SURF6,0.365344981389769,0.0048021729425076895,0.6468175388967469,0.40890215017379805,0.0014381298683133399,0.3075185385257514,0.3026436050211141,False
UBE2V2,0.365344981389769,0.0048021729425076895,0.6468175388967469,0.45258236180749944,0.00036112361147077796,0.4822472130824772,0.0007425657831825,False
ZNF487,0.3653059347979058,0.004807025097919697,0.6466053748231966,0.4313574702390107,0.0007232336260268104,0.09001620586357459,-0.2918145403588634,False
TMOD1,0.3652294268652184,0.004816544929471107,0.6465346534653466,0.3482233528904271,0.007391694439515122,0.07798457987526376,0.1036449473061625,False
PPP4R1,0.3652219385400966,0.0048174775877877244,0.6464639321074964,0.3035159494293888,0.02055168028338889,0.45813485242835905,-0.1963606012775909,False
GGPS1,0.3650988956904242,0.004832825148475803,0.6463932107496464,0.3172967485926974,0.015227147019299492,0.2747139419535499,-0.0632573964392257,False
ATP6V0C,0.3650443153096405,0.0048396469154220745,0.6463224893917964,0.20819490596782977,0.11681375426032503,0.035751117222413815,0.1152809177121418,False
POMT2,0.36503737426558797,0.004840515053763328,0.6462517680339462,0.3331692762004368,0.010601193537465558,0.07243529931738979,0.0827973834295677,False
PAM,0.3649758528407518,0.004848215725924329,0.6461456859971711,0.14915869451536498,0.26378248268981574,0.3666944949172226,-0.0698141696662468,False
ZADH2,0.3649758528407518,0.004848215725924329,0.6461456859971711,0.3654065028146052,0.0047945366815231386,0.24387369248147683,,
AGK,0.36491994405780553,0.004855223209422992,0.6460396039603961,0.34947245378202957,0.007168270289747675,0.13352649413150922,-0.0274097676323956,False
STAMBP,0.3649143314159156,0.004855927177656478,0.6459688826025459,0.379864037651112,0.0032705888224726486,0.38756568285612325,-0.1261103365393128,False
MAT2B,0.3648528099910794,0.004863649421668946,0.6458628005657708,0.4317881202128641,0.0007134295630560116,0.36286401807196556,-0.1547821118381986,False
DUSP16,0.3648528099910794,0.004863649421668946,0.6458628005657708,0.34424313267095263,0.008144658651503421,0.1679516770613389,0.0008592040969798,False
SNRPA1,0.3647912885662432,0.004871382470682318,0.6457213578500707,0.4420621981605094,0.0005123904649268174,0.46510828463382703,0.1778679980119543,False
DCTN5,0.3647912885662432,0.004871382470682318,0.6457213578500707,0.32627887661878247,0.012433621469949687,0.3643372783970644,0.0335036473084056,False
DNHD1,0.3647723779785119,0.004873761644949037,0.6456152758132956,0.3624590492146272,0.005172632415032053,0.02651868585179033,-0.0111814587580851,False
PIGB,0.364729767141407,0.004879126337428718,0.6455445544554456,0.2015134270509705,0.12929679721352158,0.0673279968570456,-0.0886972987841518,False
SERINC1,0.3646682457165708,0.004886881034651681,0.6454031117397454,0.2710326371158756,0.039601464308110575,0.4833276039875497,-0.2371467057349925,False
MOSPD3,0.3646682457165708,0.004886881034651681,0.6454031117397454,0.17481312867206006,0.18935545688816816,0.19157295094043744,0.1192390648629441,False
GPATCH11,0.3646682457165708,0.004886881034651681,0.6454031117397454,0.2845058291550032,0.030424990748855015,0.28581250306929473,-0.2405301612748993,False
RHBDD1,0.364643093387948,0.004890054575689325,0.6452263083451202,0.33729121166446213,0.00962070810209362,0.10789176447477924,-0.1147393995487939,False
C2CD2L,0.364643093387948,0.004890054575689325,0.6452263083451202,0.40447260758559167,0.0016379594409151853,0.10170407110936225,0.1233355724426636,False
ENY2,0.3646067242917346,0.00489464657510633,0.6450495049504951,0.4401550339905872,0.0005452897113607259,0.7147276923830786,0.2004032757894041,False
ARHGAP35,0.3646067242917346,0.00489464657510633,0.6450495049504951,0.31569719154695625,0.01577724077880141,0.3738643618327038,-0.1589078970513409,False
SELENOT,0.3646067242917346,0.00489464657510633,0.6450495049504951,0.48229721000338366,0.0001261973386848881,0.5274763050630125,-0.2144943174238516,False
RGS17,0.3645612157582624,0.004900397873300665,0.6449080622347949,0.2353556849407624,0.07532636741528732,0.02843392427441967,-0.1501530582731154,False
NUDCD2,0.3645452028668984,0.004902422971559153,0.6448019801980198,0.42403642068350306,0.0009096255063205963,0.48401512547259584,0.2844796668016428,False
POLL,0.3645452028668984,0.004902422971559153,0.6448019801980198,0.32627887661878247,0.012433621469949687,0.14089279575700772,0.2602255086103394,False
GSTT2B,0.36453431061999714,0.004903800899338929,0.6446958981612447,0.09892797269576857,0.4600118510054388,0.06845749643962172,,
QTRT2,0.3645200486457891,0.0049056056309501475,0.6446251768033946,0.40644129318035005,0.0015462663488022973,0.22496685164269734,-0.1545814183832843,False
LRRFIP1,0.3644836814420622,0.004910210236788241,0.6445544554455446,0.4119166999907718,0.0013149316491064898,0.75200117860808,-0.1503517447934805,False
USP38,0.3644585262747096,0.004913397463696832,0.6444837340876944,0.2538066381617398,0.054547224686681585,0.1960909492707432,-0.0675985139239938,False
ZNF285,0.36443709924936524,0.004916113760505498,0.6444130127298444,0.3783584615292944,0.003406223757077841,0.010312822275696094,-0.0345620101456445,False
LATS1,0.3643606385923898,0.004925817424744915,0.6443422913719944,0.3872466086314559,0.0026723871844568825,0.24873545155430585,-0.1885788896457525,False
MEIG1,0.36433404743817627,0.004929196069982785,0.6442715700141443,0.3469574546455275,0.0076242988045453096,0.011344104503265702,0.1367829783617039,False
RPP21,0.3642991171675536,0.0049336373730861464,0.6441654879773692,0.19566889169153157,0.14102050978960817,0.23861906398862123,0.165446725922393,False
CNKSR3,0.3642991171675536,0.0049336373730861464,0.6441654879773692,0.2773078224491679,0.03507732084212758,0.20964494426166044,-0.0836525736574493,False
TCAIM,0.3640530314682088,0.004965026494900501,0.6440594059405941,0.3567319819127011,0.005982857014302702,0.21347542110691967,0.1950180801191883,False
RAX,0.36400701095189064,0.004970916037325399,0.6439886845827439,0.08545536545304967,0.5235975574229806,0.015420124736040822,0.0002944291038564,False
TSTA3,0.3639299886185364,0.004980786832858723,0.6438826025459689,0.4088406287489618,0.001440748423227531,0.48715808083280676,,
CDK12,0.3639299886185364,0.004980786832858723,0.6438826025459689,0.46107231843489493,0.00027003311091107013,0.48185434366245083,-0.0584988365682364,False
B3GAT1,0.3638752561263355,0.004987811549145256,0.6437765205091938,0.24667168232494088,0.06194917013097479,0.028630358984432936,0.0445997523206656,False
HIVEP1,0.3638684671937002,0.004988683491176739,0.6436704384724187,0.3128672060044911,0.016792179266034078,0.2660708147129699,-0.2550018121438429,False
THADA,0.3638684671937002,0.004988683491176739,0.6436704384724187,0.3553785105663047,0.006189851918503583,0.21170750871680002,0.0035338575761189,False
TRMT44,0.363806945768864,0.004996591159590044,0.6435289957567185,0.36565258851395,0.004764098420744259,0.10784265579727594,0.1555929133960519,False
PPP1R35,0.363806945768864,0.004996591159590044,0.6435289957567185,0.4883878310621674,0.00010050632064638775,0.3701812110199566,0.2266393408754721,False
ZNF253,0.3637454243440278,0.0050045098510150855,0.6434229137199434,0.2941031714294503,0.0250339921434845,0.07233708196238317,0.1143926720916862,False
TTLL9,0.3637254657062225,0.005007081184751678,0.6433521923620934,0.36308236564833396,0.00509055814539488,0.01247360408584194,0.0750996088838729,False
SNX17,0.3636839029191916,0.00501243957837991,0.6432814710042433,0.4708542249838506,0.00019135322760932132,0.4215488876884038,0.1972205137044116,False
UQCRB,0.3636223814943554,0.005020380354624108,0.6431753889674682,0.3018548709588114,0.021289146689915953,0.8512007071647372,0.2230583793649351,False
RRP8,0.3636223814943554,0.005020380354624108,0.6431753889674682,0.4010889292196007,0.001806981119670692,0.2312036536856194,0.2062484136362938,False
VMA21,0.3635608600695192,0.005028332192698879,0.6430693069306931,0.441323941062475,0.000524905961117762,0.4071109365024349,0.0211849649907975,False
TEKT4,0.36352141188040055,0.005033436822010091,0.642998585572843,0.406455040945154,0.001545642539611171,0.01630408093110051,0.0249608352625483,False
PLPPR2,0.363460178495769,0.005041369501899441,0.6429278642149929,0.12116644621489434,0.3649184885295392,0.08201149143053514,0.0746298681444,False
THAP9,0.3634014318161636,0.005048990365090045,0.6428571428571429,0.3227106339782829,0.013485469683295994,0.041005745715268674,-0.0439190473435859,False
STK39,0.3633147743701744,0.005060250422733111,0.6427864214992928,0.3743886308406903,0.00378803279798279,0.22059617934490156,-0.1710850314557477,False
DRC1,0.36326927737136494,0.005066171027660979,0.6427157001414427,0.2949271297652815,0.024611261370306236,0.02484899081667757,0.0850867054752716,False
DENND4A,0.3632532529453382,0.005068257764634297,0.6426449787835926,0.4047186932849365,0.0016262377008197674,0.18396110592742232,-0.2290410512559277,False
TYW1,0.363191731520502,0.0050762762463167,0.6425742574257426,0.40047371497123874,0.0018393352081589195,0.19451947159063684,0.0846467145891155,False
SOS1,0.3631302100956658,0.005084305880812743,0.6425035360678925,0.5087514226829494,4.5476837639648225e-05,0.33040318224228715,-0.3076280040563688,False
CCDC69,0.36306868867082964,0.005092346681166431,0.6424328147100424,0.4213909994155465,0.0009869670065284317,0.16053626675833707,-0.1247125656533221,False
PTPRF,0.3630071672459934,0.005100398660433474,0.6423267326732673,0.5189024577809223,3.004459650660313e-05,0.6616412120020161,-0.22667286848794,False
ARAP1,0.3630071672459934,0.005100398660433474,0.6423267326732673,0.38201728752037895,0.003084924578188777,0.20173844718362538,-0.1276110513621773,False
ADCK2,0.3629819893688026,0.005103697190287578,0.6422206506364923,0.3642375957427174,0.004941468241430927,0.1639738741835697,0.2170820824425101,False
USP42,0.3626995601218124,0.005140826698231912,0.6421145685997172,0.3484265895598142,0.007354933172485637,0.1759072828168773,-0.1032530047942124,False
GEMIN5,0.3626995601218124,0.005140826698231912,0.6421145685997172,0.38466270878833553,0.002869660641468178,0.11407945784019624,0.0965643641618155,False
PAOX,0.3626603507648431,0.005146000075172194,0.642008486562942,0.4777446245655049,0.00014918990245779047,0.080243579040416,-0.0001759019104836,False
CD81,0.3626380386969762,0.005148946025800009,0.6419377652050919,0.20655818388753883,0.11978292130911021,0.7963954230710593,0.1512267682569065,False
MOGAT2,0.36261605753487747,0.005151849735243843,0.6418670438472419,0.3140325813433276,0.01636767382512642,0.0745469724500321,-0.11543084752846,False
YTHDF3,0.36257651727214,0.0051570766239972254,0.6417609618104667,0.31975760558614535,0.014412949562783372,0.31905907773902586,-0.2175420246191841,False
AIMP1,0.36257651727214,0.0051570766239972254,0.6417609618104667,0.3337844904487988,0.010449578195866994,0.6019250601580086,0.1184835130326787,False
ST13,0.36251499584730384,0.005165218505972496,0.6416548797736916,0.3637454243440278,0.0050045098510150855,0.7739036487745499,0.1534632016744918,False
FIBP,0.3624534744224676,0.005173371684886413,0.6415841584158416,0.39075332984711925,0.0024239667305202364,0.47272012964683785,0.3235987169785482,False
BTRC,0.36239195299763144,0.005181536173911239,0.6415134370579915,0.33532252606970375,0.0100787243803659,0.19731866620832628,-0.3326234294261465,False
GADD45G,0.3623304315727952,0.005189711986230958,0.6414427157001414,0.4892491310098742,9.728880583559279e-05,0.17693856504444708,0.2117261644057171,False
FAM189B,0.36226891014795903,0.005197899135041223,0.6412305516265913,0.350825925128426,0.006932855529888661,0.1517458134852422,,
HCFC2,0.36226891014795903,0.005197899135041223,0.6412305516265913,0.34338183272324585,0.008316115110380497,0.14383931640720712,-0.3528127187706227,False
MPHOSPH9,0.36226891014795903,0.005197899135041223,0.6412305516265913,0.35544003199114094,0.006180308731024841,0.1557727250405147,-0.1431116693799634,False
